Address,City,State,Postal,County,Date,Time,Case,URL,Source,Atty,Atty_Contact
7003 Mount Nimbus St,Wellington,CO,80549, Larimer County,2025-07-16,10:00 AM,25-034055,https://www.auction.com/details/7003-mount-nimbus-st-wellington-co-1751604,Auction.com,"Janeway Law Firm, PC",
5354 Palomino Ranch Point,Colorado Springs,CO,80922, El Paso County,2025-07-16,10:00 AM,23-030723,https://www.auction.com/details/5354-palomino-ranch-pt-colorado-springs-co-1705277,Auction.com,"Janeway Law Firm, PC",
3067 Hummingbird Ct,Grand Junction,CO,81504, Mesa County,2025-07-16,10:00 AM,25-034381,https://www.auction.com/details/3067-hummingbird-ct-grand-junction-co-1712735,Auction.com,"Janeway Law Firm, PC",
469 Mae St,Clifton,CO,81520, Mesa County,2025-07-16,10:00 AM,22-028064,https://www.auction.com/details/469-mae-st-clifton-co-1752106,Auction.com,"Janeway Law Firm, PC",
9754 Rubicon Drive,Colorado Springs,CO,80925, El Paso County,2025-07-16,10:00 AM,22-027264,https://www.auction.com/details/9754-rubicon-dr-colorado-springs-co-1757534,Auction.com,"Janeway Law Firm, PC",
252 South Peach Street,Fruita,CO,81521, Mesa County,2025-07-16,10:00 AM,CO-24-1001291...,https://www.auction.com/details/252-s-peach-st-fruita-co-1787042,Auction.com,"McCarthy & Holthus, LLP",
3501 E 26th St,Kansas City,MO,64127, Jackson County,2025-07-16,10:00 AM,26-25-00277,https://www.auction.com/details/3501-e-26th-st-kansas-city-mo-1782629,Auction.com,CSM Foreclosure Trustee Corp.,(630) 794-5300
13112 Corrington Avenue,Grandview,MO,64030, Jackson County,2025-07-16,10:00 AM,25-040682-FC0...,https://www.auction.com/details/13112-corrington-ave-grandview-mo-1783074,Auction.com,Logs Legal Group LLP,(314) 770-2120
52 Highland Road,Central Islip,NY,11722, Suffolk County,2025-07-16,10:00 AM,39029,https://www.auction.com/details/52-highland-rd-central-islip-ny-1743419,Auction.com,Druckman Law Group PLLC,(516) 876-0800
6621 Vaughn Rd,Fayetteville,NC,28304, Cumberland County,2025-07-16,1:30 PM,25-08232,https://www.auction.com/details/6621-vaughn-rd-fayetteville-nc-1783379,Auction.com,Brock and Scott PLLC,(844) 856-6646
6053 Timberwood Trail,Kernersville,NC,27284, Forsyth County,2025-07-16,1:15 PM,25769-129855,https://www.auction.com/details/6053-timberwood-trl-kernersville-nc-1772341,Auction.com,Hutchens Law Firm,
307 Auburn Rd,Russellville,AL,35653, Franklin County,2025-07-16,1:00 PM,25-05214-PN-A...,https://www.auction.com/details/307-auburn-rd-russellville-al-1772997,Auction.com,"Tiffany & Bosco, P.A.",(205) 930-5200
4864 Heritage Hills Way,Vestavia,AL,35242, Jefferson County,2025-07-16,1:00 PM,23-04370AL,https://www.auction.com/details/4864-heritage-hills-way-vestavia-al-1773396,Auction.com,"McCalla Raymer Leibert Pierce, LLC",(770) 643-7200
8365 Us Hwy 411 N,Centre,AL,35960, Cherokee County,2025-07-16,1:00 PM,18-01-02-0-00...,https://www.auction.com/details/8365-us-highway-411-n-centre-al-1776523,Auction.com,"Halliday, Watkins and Mann, P.C",(205) 970-2233
903 Belmont Drive,Pine Bluff,AR,71601, Jefferson County,2025-07-16,1:00 PM,25-004517-1,https://www.auction.com/details/903-belmont-dr-pine-bluff-ar-1730295,Auction.com,Padgett Law Group,
14 Concord Drive,White Hall,AR,71602, Jefferson County,2025-07-16,1:00 PM,25-005097-1,https://www.auction.com/details/14-concord-dr-white-hall-ar-1747828,Auction.com,Padgett Law Group,
99 Oak Ln,Louisville,MS,39339, Winston County,2025-07-16,1:00 PM,F25-0273,https://www.auction.com/details/99-oak-ln-louisville-ms-1773295,Auction.com,"Dean Morris, L.L.C.",
235 Robert Barnes Drive,Taylorsville,MS,39168, Smith County,2025-07-16,1:00 PM,25-030852-FC0...,https://www.auction.com/details/235-robert-barnes-dr-taylorsville-ms-1777109,Auction.com,Logs Legal Group LLP,(601) 981-9299
1521 County Road 607,Ripley,MS,38663, Tippah County,2025-07-16,1:00 PM,361812,https://www.auction.com/details/1521-county-road-607-ripley-ms-1777966,Auction.com,Wilson and Associates PLLC,(601) 825-9508
1859 Wilawanna Rd Aka 1859 Willawanna Rd Fka 4451 Willawanna Rd,Elmira,NY,14901, Chemung County,2025-07-16,1:00 PM,1010350,https://www.auction.com/details/1859-wilawana-rd-elmira-ny-1751658,Auction.com,"Roach & Lin, P.C",
4343 Acorn Terrace,Morgantown,NC,28655, Burke County,2025-07-16,1:00 PM,23-57380,https://www.auction.com/details/4343-acorn-trce-morganton-nc-1745286,Auction.com,"Bell Carrington & Price, LLC",(980) 201-3840
150 S 50th Place,Springfield,OR,97478, Lane County,2025-07-16,1:00 PM,24-00572OR,https://www.auction.com/details/150-s-50th-pl-springfield-or-1688509,Auction.com,"Affinia Default Services, LLC c/o McCalla Raymer Leibert Pierce",(425) 458-3378
1030 Stillman Ave,Eugene,OR,97404, Lane County,2025-07-16,1:00 PM,OR08000026-22,https://www.auction.com/details/lien-1030-stillman-ave-eugene-or-1708059,Auction.com,Trustee Corps,(949) 252-8300
1688 Fifer Rd,Gearhart,OR,97138, Clatsop County,2025-07-16,1:00 PM,171926,https://www.auction.com/details/1688-fifer-rd-gearhart-or-1735016,Auction.com,Prime Recon LLC,(888) 725-4142
2059 Golden Gardens St,Eugene,OR,97402, Lane County,2025-07-16,1:00 PM,24-70466,https://www.auction.com/details/2059-golden-gardens-st-eugene-or-1767271,Auction.com,"ZBS Law, LLP",(503) 946-6558
1865 Norkenzie Rd,Eugene,OR,97401, Lane County,2025-07-16,1:00 PM,OR-24-1004195...,https://www.auction.com/details/1865-norkenzie-rd-eugene-or-1771639,Auction.com,Quality Loan Service Corporation,(619) 645-7711
710 Pine View Ct,Eugene,OR,97405, Lane County,2025-07-16,1:00 PM,OR-22-937639-...,https://www.auction.com/details/710-pine-view-ct-eugene-or-1781999,Auction.com,Quality Loan Service Corporation,(619) 645-7711
1 Willow Glen Circle,Warwick,RI,02889, Kent County,2025-07-16,1:00 PM,27710-130370,https://www.auction.com/details/1-willow-glen-cir-warwick-ri-1749196,Auction.com,"Harmon Law Offices, P.C.",(617) 558-0500
16688 East 111th Circle,Commerce City,CO,80022, Adams County,2025-07-09,,TS 9783655,https://www.auction.com/details/16688-e-111th-cir-commerce-city-co-1741564,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714
946 E Walden Dr,Pueblo West,CO,81007, Pueblo County,2025-07-09,,TS 10231694,https://www.auction.com/details/946-e-walden-dr-pueblo-west-co-1752127,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714
507 Oak Avenue,Canon City,CO,81212, Fremont County,2025-07-09,,TS 10285260,https://www.auction.com/details/507-oak-ave-canon-city-co-1768683,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714
2604 E 6th St,Pueblo,CO,81001, Pueblo County,2025-07-09,,TS 10302057,https://www.auction.com/details/2604-e-6th-st-pueblo-co-1776017,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714
509 S Archdale Dr,Pueblo West,CO,81007, Pueblo County,2025-07-09,,TS 10223667,https://www.auction.com/details/509-s-archdale-dr-pueblo-west-co-1787220,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714
1712 Tierra Berienda,Pueblo,CO,81008, Pueblo County,2025-07-09,,,https://www.auction.com/details/1712-tierra-berienda-pueblo-co-1700602,Auction.com,Randall S. Miller and Associates,(248) 335-9200
845 Greenway Dr,Fruita,CO,81521, Mesa County,2025-07-09,,2023-0077,https://www.auction.com/details/845-greenway-dr-fruita-co-1727171,Auction.com,Randall S. Miller and Associates,(248) 335-9200
10682 Braesheather Ct,Highlands Ranch,CO,80126, Douglas County,2025-07-09,,,https://www.auction.com/details/10682-braesheather-ct-highlands-ranch-co-1737999,Auction.com,"McCarthy & Holthus, LLP",
6545 Olive Street,Commerce City,CO,80022, Adams County,2025-07-09,,TS 9538026,https://www.auction.com/details/6545-olive-st-commerce-city-co-1741787,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714
415 Kenwood Drive,Pueblo,CO,81005, Pueblo County,2025-07-09,,16CO00350-4,https://www.auction.com/details/415-kenwood-dr-pueblo-co-1744014,Auction.com,Randall S. Miller and Associates,(248) 335-9200
1601 106th Ave,Greeley,CO,80634, Weld County,2025-07-09,,,https://www.auction.com/details/1601-106th-ave-greeley-co-1760430,Auction.com,"Halliday, Watkins and Mann, P.C.",
8410 Donati Terrace #d,Highlands Ranch,CO,80129, Douglas County,2025-07-09,,24-033667,https://www.auction.com/details/8410-donati-ter-highlands-ranch-co-1762220,Auction.com,"Janeway Law Firm, PC",
2489 Josefine Ln,Grand Junction,CO,81505, Mesa County,2025-07-09,,,https://www.auction.com/details/2489-josefine-ln-grand-junction-co-1765724,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714
11797 Keough Drive,Northglenn,CO,80233, Adams County,2025-07-09,,,https://www.auction.com/details/11797-keough-dr-northglenn-co-1765756,Auction.com,"McCarthy & Holthus, LLP",
695 Aspen Ave,Rifle,CO,81650, Garfield County,2025-07-09,,24-032668,https://www.auction.com/details/695-aspen-ave-rifle-co-1765758,Auction.com,"Janeway Law Firm, PC",
7001 Beacon Way,Westminster,CO,80030, Adams County,2025-07-09,,22-026926,https://www.auction.com/details/7001-beacon-way-westminster-co-1765769,Auction.com,"Janeway Law Firm, PC",
3712 County Road 214,Silt,CO,81652, Garfield County,2025-07-09,,CO-24-1005155...,https://www.auction.com/details/3712-county-road-214-silt-co-1765950,Auction.com,"McCarthy & Holthus, LLP",
1025 Sunrise Cir,Milliken,CO,80543, Weld County,2025-07-09,,TS 10252518,https://www.auction.com/details/1025-sunrise-cir-milliken-co-1733143,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714
9593 Coronado Court,Parker,CO,80134, Douglas County,2025-07-09,,2024CV31205,https://www.auction.com/details/9593-coronado-ct-parker-co-1766413,Auction.com,"Halliday, Watkins and Mann, P.C.",
207 9th St,Fowler,CO,81039, Otero County,2025-07-09,,,https://www.auction.com/details/207-9th-st-fowler-co-1766644,Auction.com,Messner Reeves LLP,(303) 623-1800
8416 Brook Valley Drive,Fountain,CO,80817, El Paso County,2025-07-09,,EPC202300338,https://www.auction.com/details/8416-brook-valley-dr-fountain-co-1771686,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714
7098 S Tempe Ct,Aurora,CO,80016, Arapahoe County,2025-07-09,,,https://www.auction.com/details/7098-s-tempe-ct-aurora-co-1777881,Auction.com,Brown Dunning Walker PC,(303) 329-3363
2574 S Rifle St,Aurora,CO,80013, Arapahoe County,2025-07-09,,TS 10344760,https://www.auction.com/details/2574-s-rifle-st-aurora-co-1757086,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714
3118 Herrick Place,Pueblo,CO,81003, Pueblo County,2025-07-09,,23-030312,https://www.auction.com/details/3118-herrick-pl-pueblo-co-1700864,Auction.com,"Janeway Law Firm, PC",
462 Farraday Rd,Durango,CO,81303, La Plata County,2025-07-09,,25-033964,https://www.auction.com/details/462-farraday-rd-durango-co-1761049,Auction.com,"Janeway Law Firm, PC",
1396 Del Mar Pkwy,Aurora,CO,80010, Arapahoe County,2025-07-09,,TS 10333789,https://www.auction.com/details/1396-del-mar-pkwy-aurora-co-1762016,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714
1902 Spruce Street,Pueblo,CO,81004, Pueblo County,2025-07-09,,25-034248,https://www.auction.com/details/1902-spruce-st-pueblo-co-1701324,Auction.com,"Janeway Law Firm, PC",
16304 E 117th Ave,Commerce City,CO,80022, Adams County,2025-07-09,,25-034271,https://www.auction.com/details/16304-e-117th-ave-commerce-city-co-1701343,Auction.com,"Janeway Law Firm, PC",
4106 South Mobile Circle #c,Aurora,CO,80013, Arapahoe County,2025-07-09,,23-030274,https://www.auction.com/details/4106-s-mobile-cir-aurora-co-1701344,Auction.com,"Janeway Law Firm, PC",
10432 19th Street,Greeley,CO,80634, Weld County,2025-07-09,,TS 10350098,https://www.auction.com/details/10432-19th-st-greeley-co-1764630,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714
6577 Esperanza Drive,Castle Pines,CO,80108, Douglas County,2025-07-09,,CO-25-1009045...,https://www.auction.com/details/6577-esperanza-dr-castle-pines-co-1705964,Auction.com,"McCarthy & Holthus, LLP",
500 Willow Drive,Hotchkiss,CO,81419, Delta County,2025-07-09,,23-029739,https://www.auction.com/details/500-willow-dr-hotchkiss-co-1706381,Auction.com,"Janeway Law Firm, PC",
13531 E Exposition Ave,Aurora,CO,80012, Arapahoe County,2025-07-09,,24CO00055-1,https://www.auction.com/details/13531-e-exposition-ave-aurora-co-1766579,Auction.com,Randall S. Miller and Associates,(248) 335-9200
19675 E Atlantic Dr Unit D,Aurora,CO,80013, Arapahoe County,2025-07-09,,25-034251,https://www.auction.com/details/19675-e-atlantic-dr-aurora-co-1707080,Auction.com,"Janeway Law Firm, PC",
2083 Ponderosa Road,Franktown,CO,80116, Douglas County,2025-07-09,,CO-25-1009888...,https://www.auction.com/details/2083-ponderosa-rd-franktown-co-1709785,Auction.com,"McCarthy & Holthus, LLP",
14934 Vienna Cir,Parker,CO,80134, Douglas County,2025-07-09,,TS 10173805,https://www.auction.com/details/14934-vienna-cir-parker-co-1768949,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714
30 Emery Way,Longmont,CO,80501, Boulder County,2025-07-09,,24-033793,https://www.auction.com/details/30-emery-way-longmont-co-1723963,Auction.com,"Janeway Law Firm, PC",
17694 East Loyola Drive #a,Aurora,CO,80013, Arapahoe County,2025-07-09,,22-026606,https://www.auction.com/details/17694-e-loyola-dr-aurora-co-1772929,Auction.com,"Janeway Law Firm, PC",
214 Veta Ave,Pueblo,CO,81004, Pueblo County,2025-07-09,,TS 10294718,https://www.auction.com/details/214-veta-ave-pueblo-co-1775982,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714
5 Chautard Ct,Pueblo,CO,81005, Pueblo County,2025-07-09,,25-033879,https://www.auction.com/details/5-chautard-ct-pueblo-co-1777905,Auction.com,"Janeway Law Firm, PC",
8334 Stonybridge Cir,Highlands Ranch,CO,80126, Douglas County,2025-07-09,,CO-24-995854-...,https://www.auction.com/details/8334-stonybridge-cir-highlands-ranch-co-1748592,Auction.com,"McCarthy & Holthus, LLP",
411 Mesa Street,Delta,CO,81416, Delta County,2025-07-09,,22-027810,https://www.auction.com/details/411-mesa-st-delta-co-1783554,Auction.com,"Janeway Law Firm, PC",
9085 Beechwood Drive,Thornton,CO,80229, Adams County,2025-07-09,,24-033562,https://www.auction.com/details/9085-beechwood-dr-thornton-co-1752104,Auction.com,"Janeway Law Firm, PC",
408 Ray St,Monte Vista,CO,81144, Rio Grande County,2025-07-09,,TS 10373025,https://www.auction.com/details/408-ray-st-monte-vista-co-1785670,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714
5946 High Timber Cir,Castle Rock,CO,80104, Douglas County,2025-07-09,,25-034024,https://www.auction.com/details/5946-high-timber-cir-castle-rock-co-1756563,Auction.com,"Janeway Law Firm, PC",
10719 Arrowhead Lane,Parker,CO,80138, Douglas County,2025-07-09,,TS 10348449,https://www.auction.com/details/10719-arrowhead-ln-parker-co-1757085,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714
6895 South Ulster Circle,Centennial,CO,80112, Arapahoe County,2025-07-09,,24-033032,https://www.auction.com/details/6895-s-ulster-cir-centennial-co-1786691,Auction.com,"Janeway Law Firm, PC",
913 Jefferson Ave,Louisville,CO,80027, Boulder County,2025-07-09,,TS 10295186,https://www.auction.com/details/913-jefferson-ave-louisville-co-1769099,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714
12625 E Pacific Circle,Aurora,CO,80014, Arapahoe County,2025-07-09,,,https://www.auction.com/details/12625-e-pacific-cir-aurora-co-1700655,Auction.com,"McCarthy & Holthus, LLP",
16640 Prairie Vista Ln,Peyton,CO,80831, El Paso County,2025-07-09,,,https://www.auction.com/details/16640-prairie-vista-ln-peyton-co-1703709,Auction.com,"Halliday, Watkins and Mann, P.C.",
10759 Longs Way,Parker,CO,80138, Douglas County,2025-07-09,,,https://www.auction.com/details/10759-longs-way-parker-co-1705113,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714
992 S Nome St,Aurora,CO,80012, Arapahoe County,2025-07-09,,25-034272,https://www.auction.com/details/992-s-nome-st-aurora-co-1705593,Auction.com,"Janeway Law Firm, PC",
1278 South Uvalda Street,Aurora,CO,80012, Arapahoe County,2025-07-09,,23-031153,https://www.auction.com/details/1278-s-uvalda-st-aurora-co-1708072,Auction.com,"Janeway Law Firm, PC",
19436 E Floyd Ave,Aurora,CO,80013, Arapahoe County,2025-07-09,,,https://www.auction.com/details/19436-e-floyd-ave-aurora-co-1713978,Auction.com,"McCarthy & Holthus, LLP",
6217 Powder Puff Dr,Colorado Springs,CO,80918, El Paso County,2025-07-09,,,https://www.auction.com/details/6217-powder-puff-dr-colorado-springs-co-1720375,Auction.com,"McCarthy & Holthus, LLP",
1623 Tesla Drive,Colorado Springs,CO,80909, El Paso County,2025-07-09,,24CO00270-1,https://www.auction.com/details/1623-tesla-dr-colorado-springs-co-1757869,Auction.com,Randall S. Miller and Associates,(248) 335-9200
8391 Quigley St,Westminster,CO,80031, Adams County,2025-07-09,,,https://www.auction.com/details/8391-quigley-st-westminster-co-1770950,Auction.com,"McCarthy & Holthus, LLP",
500 S Fetzer St,Byers,CO,80103, Arapahoe County,2025-07-09,,,https://www.auction.com/details/500-s-fetzer-st-byers-co-1759566,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714
7541 NW 7th St,Plantation,FL,33317, Broward County,2025-07-09,,CACE24008397,https://www.auction.com/details/7541-nw-7th-st-plantation-fl-1745307,Auction.com,"De Cubas & Lewis, PA",(954) 453-0365
7873 McPhail,North Port,FL,34286, Sarasota County,2025-07-09,,2023 CA 00656...,https://www.auction.com/details/7873-mcphail-ave-north-port-fl-1747513,Auction.com,Aldridge Pite LLP,(877) 319-8840
2802 SW 115 Avenue,Miami,FL,33165, Miami-Dade County,2025-07-09,,2024-CA-00680...,https://www.auction.com/details/2802-sw-115th-ave-miami-fl-1773583,Auction.com,"Kass Shuler, P. A.",(813) 229-0900
7612 Shalimar St,Miramar,FL,33023, Broward County,2025-07-09,,CACE-18-01720...,https://www.auction.com/details/7612-shalimar-st-miramar-fl-1745017,Auction.com,DeLuca Law Group,(954) 368-1311
433 NE 11th Ave,Fort Lauderdale,FL,33301, Broward County,2025-07-09,,CACE-23-01819...,https://www.auction.com/details/433-ne-11th-ave-fort-lauderdale-fl-1745720,Auction.com,"Diaz Anselmo & Associates, P.A.",(954) 564-0071
836 Stallion Way,Orange Park,FL,32065-8203, Clay County,2025-07-09,,2024CA000273,https://www.auction.com/details/836-stallion-way-orange-park-fl-1753640,Auction.com,Brock and Scott PLLC,(954) 618-6955
2120 57th Avenue North,Saint Petersburg,FL,33714, Pinellas County,2025-07-09,,10-012557-CI,https://www.auction.com/details/2120-57th-ave-n-saint-petersburg-fl-1761539,Auction.com,Brock and Scott PLLC,(954) 618-6955
5127 Wabash Blvd,Jacksonville,FL,32254, Duval County,2025-07-09,,2024-CA-00199...,https://www.auction.com/details/5127-wabash-blvd-jacksonville-fl-1767233,Auction.com,Aldridge Pite LLP,(877) 319-8840
1743 Capesterre Dr,Orlando,FL,32824, Orange County,2025-07-09,,2023-CA-01530...,https://www.auction.com/details/1743-capesterre-dr-orlando-fl-1767566,Auction.com,"Diaz Anselmo & Associates, P.A.",(954) 564-0071
2436 Sand Gable,Bradenton,FL,34208, Manatee County,2025-07-09,,412023CA00489...,https://www.auction.com/details/2436-sand-gables-trl-bradenton-fl-1722392,Auction.com,"Wasinger Law Office, PLLC",(407) 308-0991
3553 Seaway Dr,New Port Richey,FL,34652, Pasco County,2025-07-09,,512024CA00303...,https://www.auction.com/details/3553-seaway-dr-new-port-richey-fl-1728274,Auction.com,Tiffany & Bosco,(602) 255-6000
9244 Pecky Cypress Way,Orlando,FL,32836, Orange County,2025-07-09,,2010-CA-00383...,https://www.auction.com/details/9244-pecky-cypress-way-orlando-fl-1731160,Auction.com,Manley Deas Kochalski LLC.,(614) 220-5611
127 S 22nd St,Defuniak Springs,FL,32435, Walton County,2025-07-09,,2024CA000376,https://www.auction.com/details/127-s-22nd-st-defuniak-springs-fl-1767819,Auction.com,Kelley Kronenberg,(954) 370-9970
2655 SW 86th Ave,Davie,FL,33328, Broward County,2025-07-09,,CACE-24-01220...,https://www.auction.com/details/2655-sw-86th-ave-davie-fl-1772124,Auction.com,"Robertson, Anschutz, Schneid, Crane & Partners, PLLC",
14501 Grv Resort Ave,Winter Garden,FL,34787, Orange County,2025-07-09,,,https://www.auction.com/details/14501-grove-resort-ave-winter-garden-fl-1783587,Auction.com,"Kahane and Associates, P.A.",(954) 382-3486
2107 Kalawahine Plac,Honolulu,HI,96822, Honolulu County,2025-07-09,,,https://www.auction.com/details/2107-kalawahine-pl-honolulu-hi-1758275,Auction.com,"The Mortgage Law Firm dba TMLF Hawaii, LLLC",(619) 465-8200
113 S 2nd St,Dupo,IL,62239, St. Clair County,2025-07-09,,,https://www.auction.com/details/113-s-2nd-st-dupo-il-1747271,Auction.com,"RAS Crane, LLC",(561) 241-6901
210 S 3rd St,Fairbury,IL,61739, Livingston County,2025-07-09,,,https://www.auction.com/details/210-s-3rd-st-fairbury-il-1766487,Auction.com,"McCalla Raymer Leibert Pierce, LLC",(312) 346-9088
303 S Sherman St,Girard,IL,62640, MacOupin County,2025-07-09,,,https://www.auction.com/details/303-s-sherman-st-girard-il-1767921,Auction.com,"RAS Crane, LLC",(561) 241-6901
18985 East Hawk Road,Mount Vernon,IL,62864, Jefferson County,2025-07-09,,2024FC41,https://www.auction.com/details/18985-e-hawk-rd-mount-vernon-il-1699167,Auction.com,"McCalla Raymer Leibert Pierce, LLC",(312) 346-9088
1707 18th Street C,Moline,IL,61265, Rock Island County,2025-07-09,,2024FC165,https://www.auction.com/details/1707-18th-street-c-moline-il-1712073,Auction.com,"McCalla Raymer Leibert Pierce, LLC",(312) 346-9088
776 Timberlane Drive,Collinsville,IL,62234, Madison County,2025-07-09,,24 FC 000065,https://www.auction.com/details/776-timberlane-dr-collinsville-il-1717054,Auction.com,"McCalla Raymer Leibert Pierce, LLC",(312) 346-9088
621 Corn Street,Emden,IL,62635, Logan County,2025-07-09,,2012664,https://www.auction.com/details/621-corn-st-emden-il-1726587,Auction.com,"Heavner, Beyers & Mihlar, LLC",(217) 422-1719
1610 5th St,Madison,IL,62060, Madison County,2025-07-09,,,https://www.auction.com/details/1610-5th-st-madison-il-1672605,Auction.com,"Heavner, Beyers & Mihlar, LLC",(217) 422-1719
301 Plum Street,Collinsville,IL,62234, Madison County,2025-07-09,,24 FC 277,https://www.auction.com/details/301-plum-st-collinsville-il-1697024,Auction.com,LOGS Legal Group LLP,(847) 291-1717
615 W Santa Fe Ave,Toluca,IL,61369, Marshall County,2025-07-09,,,https://www.auction.com/details/615-w-santa-fe-ave-toluca-il-1721171,Auction.com,"RAS Crane, LLC",(561) 241-6901
6253 Michael Ln,Matteson,IL,60443, Cook County,2025-07-09,,,https://www.auction.com/details/6253-michael-ln-matteson-il-1733876,Auction.com,KLUEVER LAW GROUP,(312) 236-0077
3007 W Nebraska Ave,Peoria,IL,61604, Peoria County,2025-07-09,,24 FC 113,https://www.auction.com/details/3007-w-nebraska-ave-peoria-il-1751462,Auction.com,"Potestivo and Associates, PC",
3201 Edgewood Avenue,Alton,IL,62002, Madison County,2025-07-09,,14-24-05288,https://www.auction.com/details/3201-edgewood-ave-alton-il-1753161,Auction.com,CODILIS & ASSOCIATES PC,(630) 794-5300
1111 N. McLean Street,Lincoln,IL,62656, Logan County,2025-07-09,,24-01435,https://www.auction.com/details/1111-n-mclean-st-lincoln-il-1754235,Auction.com,"Marinosci Law Group, P.C.",
737 N Saint Louis Ave,Chicago,IL,60624, Cook County,2025-07-09,,2024 CH 05462,https://www.auction.com/details/737-n-saint-louis-ave-chicago-il-1754955,Auction.com,MANLEY DEAS KOCHALSKI LLC,(614) 767-7080
5129 Stacey Drive,Granite City,IL,62040, Madison County,2025-07-09,,2024FC000410,https://www.auction.com/details/5129-stacey-dr-granite-city-il-1756822,Auction.com,"McCalla Raymer Leibert Pierce, LLC",(312) 346-9088
603 West Ray Avenue,Christopher,IL,62822, Franklin County,2025-07-09,,2023FC2,https://www.auction.com/details/603-w-ray-ave-christopher-il-1760086,Auction.com,"Diaz Anselmo & Associates, LLC",(630) 453-6960
12155 E Gregg Blvd,Momence,IL,60954, Kankakee County,2025-07-09,,14-24-07320,https://www.auction.com/details/12155-e-gregg-blvd-momence-il-1758760,Auction.com,CODILIS & ASSOCIATES PC,(630) 794-5300
3217 N 17120e Rd,Momence,IL,60954, Kankakee County,2025-07-09,,14-24-07437,https://www.auction.com/details/3217-n-17120e-rd-momence-il-1758762,Auction.com,CODILIS & ASSOCIATES PC,(630) 794-5300
1065 Canary Ave,Yorkville,IL,60560, Kendall County,2025-07-09,,14-24-06291,https://www.auction.com/details/1065-canary-ave-yorkville-il-1760214,Auction.com,CODILIS & ASSOCIATES PC,(630) 794-5300
630 Bode Rd,Hoffman Estates,IL,60169, Cook County,2025-07-09,,14-23-00095,https://www.auction.com/details/630-bode-rd-hoffman-estates-il-1731977,Auction.com,CODILIS & ASSOCIATES PC,(630) 794-5300
1691 East State Road 218,Walton,IN,46994, Cass County,2025-07-09,,24-014122-1,https://www.auction.com/details/1691-e-state-road-218-walton-in-1760365,Auction.com,Padgett Law Group,(850) 422-2520
129 Market St,Royal Center,IN,46978-7002, Cass County,2025-07-09,,111109F01,https://www.auction.com/details/129-s-market-st-royal-center-in-1767539,Auction.com,"Feiwell and Hannoy, P.C.",(317) 237-2727
604 W Annie Dr,Muncie,IN,47303, Delaware County,2025-07-09,,,https://www.auction.com/details/604-w-annie-dr-muncie-in-1745300,Auction.com,Padgett Law Group,(850) 422-2520
1910 E McGalliard Rd,Muncie,IN,47303, Delaware County,2025-07-09,,,https://www.auction.com/details/1910-e-mcgalliard-rd-muncie-in-1747115,Auction.com,Manley Deas Kochalski LLC.,
403 Bennett St,Muncie,IN,47303, Delaware County,2025-07-09,,,https://www.auction.com/details/403-n-bennett-st-muncie-in-1754400,Auction.com,Manley Deas Kochalski LLC.,
3013 W Oaklyn Avenue,Muncie,IN,47304, Delaware County,2025-07-09,,19-00864-1,https://www.auction.com/details/3013-w-oaklyn-ave-muncie-in-1743801,Auction.com,"Reisenfeld and Associates, LLC",
9 Hickory Lane N,Crawfordsville,IN,47933, Montgomery County,2025-07-09,,,https://www.auction.com/details/9-hickory-ln-n-crawfordsville-in-1761657,Auction.com,"Shapiro, Van Ess, Phillips and Barragate LLP",(513) 396-8100
904 Cottage Avenue,Crawfordsville,IN,47933, Montgomery County,2025-07-09,,15-25-00007,https://www.auction.com/details/904-cottage-ave-crawfordsville-in-1760822,Auction.com,"Codilis Law, LLC",
3720 E 570 N,Crawfordsville,IN,47933, Montgomery County,2025-07-09,,54-07-02-900-...,https://www.auction.com/details/3720-e-570-n-crawfordsville-in-1767909,Auction.com,Phillip A Norman PC,(219) 462-5104
309w Washington St,New Richmond,IN,47967, Montgomery County,2025-07-09,,,https://www.auction.com/details/309-w-washington-st-new-richmond-in-1769788,Auction.com,Phillip A Norman PC,(219) 462-5104
2940 South Chippewa Ln,Muncie,IN,47302, Delaware County,2025-07-09,,,https://www.auction.com/details/2940-s-chippewa-ln-muncie-in-1776862,Auction.com,Phillip A Norman PC,(219) 462-5104
