Date,URL,Source,Case,Judgment,Parcel,Address,Address2,Value,Atty,Atty_Contact
"Auction Starts
07/10/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,CACE-25-004709,"$288,686.41 ",484129AB0190,11696 NW 20 DR,"CORAL SPRINGS, 33071",,,
"Auction Starts
07/15/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/15/2025,Realforeclose.com,CACE-23-015403,"$658,713.78 ",4.84E+11,620 NW 104 AVE,"CORAL SPRINGS, 33071",,,
"Auction Starts
07/17/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,CACE-17-003675,"$468,017.16 ",4.84E+11,12220 EAGLE TRACE BLVD N,"CORAL SPRINGS, 33071",,,
"Auction Starts
07/09/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,CACE-13-016927,"$372,806.52 ",514202AD0350,619 E SHERIDAN ST,"DANIA BEACH, 33004",,,
"Auction Starts
07/10/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,CACE-23-021610,"$365,094.51 ",5.14E+11,753 SW 2 ST,"DANIA BEACH, 33004",,,
"Auction Starts
07/11/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/11/2025,Realforeclose.com,COWE-24-054329,"$27,026.77 ",514203AE0670,1341 SE 3 AVE,"DANIA BEACH, 33004",,,
"Auction Starts
07/17/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,CACE-24-013606,"$120,031.33 ",5.14E+11,707 SW 7 ST,"DANIA BEACH, 33004",,,
"Auction Starts
07/10/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,CACE-23-021438,"$127,446.16 ",514103AC0010,3777 NW 78 AVE,"DAVIE, 33024",,,
"Auction Starts
07/09/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,CACE-24-007420,"$81,636.85 ",5.04E+11,5770 SW 38 CT,"DAVIE, 33314",,,
"Auction Starts
07/29/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/29/2025,Realforeclose.com,CACE-24-010148,"$355,470.05 ",5.04E+11,14610 MADISON PL,"DAVIE, 33325",,,
"Auction Starts
07/10/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,CACE-24-018387,"$995,657.07 ",5.04E+11,15752 SW 15 ST,"DAVIE, 33326",,,
"Auction Starts
07/22/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,CACE-24-012742,"$36,318.15 ",504128BM0080,3614 W BELL DR,"DAVIE, 33328",,,
"Auction Starts
07/29/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/29/2025,Realforeclose.com,CACE-24-004827,"$1,201,643.95 ",5.04E+11,4490 SW 105 AVE,"DAVIE, 33328",,,
"Auction Starts
08/08/2025 11:00 AM ET",https://volusia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/08/2025,Realforeclose.com,2024 14113 CICI,"$935,163.21 ",Property Appraiser,224 N HOLLYWOOD AVE,"DAYTONA BEACH, FL- 32118",,,
"Auction Starts
07/10/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,CACE-24-009740,"$138,361.98 ",4.84E+11,4010 NE 6 AVE,"DEERFIELD BEACH, 33064",,,
"Auction Starts
07/16/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/16/2025,Realforeclose.com,CACE-24-007651,"$191,845.49 ",4.84E+11,5339 NW 4 TER,"DEERFIELD BEACH, 33064",,,
"Auction Starts
07/17/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,CACE-23-018100,"$43,546.59 ",484215AD0310,3930 CRYSTAL LAKE DR,"DEERFIELD BEACH, 33064",,,
"Auction Starts
07/23/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,CACE-22-004216,"$355,898.04 ",4.84E+11,600 NW 38 CT,"DEERFIELD BEACH, 33064",,,
"Auction Starts
07/15/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/15/2025,Realforeclose.com,CACE-23-016931,"$89,692.11 ",4.84E+11,1533 SE 4 CT,"DEERFIELD BEACH, 33441",,,
"Auction Starts
07/09/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,CACE-24-018580,"$10,744.41 ",Property Appraiser,3347 DEER CREEK LAKE SHORE DR,"DEERFIELD BEACH, 33442",,,
"Auction Starts
07/14/2025 10:00 AM ET",https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/14/2025,Realforeclose.com,502023CA009265XXXXMB,"$153,288.75 ",1.24E+16,3130 SW 20TH TER A2,"DELRAY BEACH, FL- 33445",,,
"Auction Starts
07/14/2025 10:00 AM ET",https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/14/2025,Realforeclose.com,502024CC018280XXXAMB,"$6,899.62 ",1.24E+16,5063 NW 6TH CT,"DELRAY BEACH, FL- 33445",,,
,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/14/2025,Realforeclose.com,502024CC018280XXXAMB,"$6,899.62 ",1.24E+16,5063 NW 6TH CT,"DELRAY BEACH, FL- 33445",,,
"Auction Starts
07/16/2025 10:00 AM ET",https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/16/2025,Realforeclose.com,502017CA009398XXXXMB,"$355,708.00 ",1.24E+16,5028 NW 6TH ST,"DELRAY BEACH, FL- 33445",,,
"Auction Starts
07/23/2025 10:00 AM ET",https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,502025CC003582XXXAMB,"$25,362.20 ",1.24E+16,1545 NW 23RD LN,"DELRAY BEACH, FL- 33445",,,
"Auction Starts
07/31/2025 10:00 AM ET",https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/31/2025,Realforeclose.com,502024CA005963XXXAMB,"$289,104.35 ",1.24E+16,764 NW 29TH AVE D,"DELRAY BEACH, FL- 33445",,,
"Auction Starts
07/09/2025 10:00 AM ET",https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,502022CA011596XXXXMB,"$818,655.98 ",4.25E+14,9549 NEW WATERFORD CV,"DELRAY BEACH, FL- 33446",,,
"Auction Starts
07/14/2025 10:00 AM ET",https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/14/2025,Realforeclose.com,502025CC008503XXXASB,"$14,399.07 ",4.25E+14,281 BRITTANY F,"DELRAY BEACH, FL- 33446",,,
,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/14/2025,Realforeclose.com,502025CC008503XXXASB,"$14,399.07 ",4.25E+14,281 BRITTANY F,"DELRAY BEACH, FL- 33446",,,
"Auction Starts
07/16/2025 10:00 AM ET",https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/16/2025,Realforeclose.com,502024CA007489XXXAMB,"$15,497.84 ",4.25E+14,623 SAXONY M,"DELRAY BEACH, FL- 33446",,,
"Auction Starts
07/16/2025 10:00 AM ET",https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/16/2025,Realforeclose.com,502024CA010457XXXAMB,"$40,252.19 ",4.25E+14,14095 ROYAL VISTA DR 305,"DELRAY BEACH, FL- 33484",,,
"Auction Starts
07/29/2025 10:00 AM ET",https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/29/2025,Realforeclose.com,502024CC010478XXXASB,"$20,304.68 ",4.25E+14,6139 VIA VENETIA S,"DELRAY BEACH, FL- 33484",,,
"Auction Starts
07/30/2025 10:00 AM ET",https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,502024CC015664XXXASB,"$50,995.82 ",4.25E+14,5220 LAS VERDES CIR 317,"DELRAY BEACH, FL- 33484",,,
"Auction Starts
08/07/2025 10:00 AM ET",https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/07/2025,Realforeclose.com,502024CA006341XXXAMB,"$198,139.02 ",4.25E+14,14542 SHADOW WOOD LN,"DELRAY BEACH, FL- 33484",,,
"Auction Starts
07/09/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,CACE-23-018194,"$598,550.47 ",5.04E+11,433 NE 11 AVE,"FORT LAUDERDALE, 33301",,,
"Auction Starts
07/22/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,CACE-23-018205,"$1,098,442.05 ",504201FA1030,3101 BAYSHORE DR,"FORT LAUDERDALE, 33304",,,
"Auction Starts
07/17/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,CACE-24-011210,"$1,926,926.27 ",4.94E+11,2026 NE 32 AVE,"FORT LAUDERDALE, 33305",,,
"Auction Starts
07/25/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/25/2025,Realforeclose.com,COWE-24-062032,"$47,506.67 ",494235AC0190,801 NE 18 CT,"FORT LAUDERDALE, 33305",,,
"Auction Starts
07/17/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,CACE-25-000419,"$15,178.75 ",494212AK2830,6347 BAY CLUB DR,"FORT LAUDERDALE, 33308",,,
"Auction Starts
07/10/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,CACE-22-001250,"$305,050.50 ",4.94E+11,1713 NW 13 CT,"FORT LAUDERDALE, 33311",,,
"Auction Starts
07/15/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/15/2025,Realforeclose.com,CACE-24-016086,"$326,881.00 ",4.94E+11,1218 NW 2 AVE,"FORT LAUDERDALE, 33311",,,
"Auction Starts
07/15/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/15/2025,Realforeclose.com,CACE-24-016105,"$195,138.30 ",4.94E+11,1711 NW 27 TER,"FORT LAUDERDALE, 33311",,,
"Auction Starts
07/22/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,CACE-24-001265,"$227,299.67 ",494234AA0580,1775 N ANDREWS SQ,"FORT LAUDERDALE, 33311",,,
"Auction Starts
07/23/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,CACE-18-011006,"$190,825.79 ",4.94E+11,1310 NW 20 ST,"FORT LAUDERDALE, 33311",,,
"Auction Starts
07/10/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,CACE-20-013813,"$660,009.94 ",5.04E+11,3707 SW 50 CT,"FORT LAUDERDALE, 33312",,,
"Auction Starts
07/15/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/15/2025,Realforeclose.com,CACE-24-007190,"$20,421.13 ",5.04E+11,408 SW 25 TER,"FORT LAUDERDALE, 33312",,,
"Auction Starts
07/30/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,CACE-24-005496,"$1,111,653.84 ",5.04E+11,2512 GULFSTREAM LN,"FORT LAUDERDALE, 33312",,,
"Auction Starts
07/30/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,CACE-25-004712,"$65,811.00 ",5.04E+11,1513 SW 18 AVE,"FORT LAUDERDALE, 33312",,,
"Auction Starts
07/10/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,CACE-24-008788,"$1,113,119.51 ",4.94E+11,1484 NE 57 PL,"FORT LAUDERDALE, 33334",,,
"Auction Starts
07/17/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,CACE-19-000543,"$392,225.67 ",4.94E+11,5121 NE 17 TER,"FORT LAUDERDALE, 33334",,,
"Auction Starts
07/17/2025 09:00 AM ET",https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,23-CA-012778,"$279,833.26 ",Property Appraiser,6366 ROYAL WOODS DR,"FORT MYERS, FL- 33908",,,
"Auction Starts
07/10/2025 09:00 AM ET",https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,20-CA-005572,"$390,727.01 ",Property Appraiser,1067 DANPARK LOOP,"FORT MYERS, FL- 33912",,,
"Auction Starts
07/24/2025 09:00 AM ET",https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,23-CA-011537,"$310,925.61 ",Property Appraiser,9761 DEERFOOT DR,"FORT MYERS, FL- 33919",,,
"Auction Starts
07/15/2025 08:00 AM ET",https://stlucie.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/15/2025,Realforeclose.com,2023CA000324,"$241,749.04 ",Property Appraiser,2810 AVENUE H,"FORT PIERCE, FL-34947",,,
"Auction Starts
07/22/2025 11:00 AM ET",https://alachua.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,01 2025 CA 000430,"$8,028.74 ",Property Appraiser,3020 SW ARCHER RD,"GAINESVILLE, FL- 32608",,,
"Auction Starts
07/22/2025 11:00 AM ET",https://alachua.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,01 2025 CA 000509,"$25,312.71 ",Property Appraiser,3230 SW ARCHER RD,"GAINESVILLE, FL- 32608",,,
"Auction Starts
07/09/2025 10:00 AM ET",https://clay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,2023CA001203,"$66,890.84 ",Property Appraiser,416 HARRISON ST,"GREEN COVE SPRINGS, FL- 32043",,,
"Auction Starts
07/09/2025 10:00 AM ET",https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,502025CA000999XXXAMB,"$8,949.32 ",1.84E+16,5066 NORTHERN LIGHTS DR,"GREENACRES, FL- 33463",,,
"Auction Starts
07/14/2025 10:00 AM ET",https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/14/2025,Realforeclose.com,502023CA012103XXXXMB,"$503,191.60 ",1.84E+16,5810 ERIK WAY,"GREENACRES, FL- 33463",,,
"Auction Starts
07/28/2025 10:00 AM ET",https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,502025CA001160XXXAMB,"$6,851.80 ",1.84E+16,410 PINE GLEN LN D2,"GREENACRES, FL- 33463",,,
"Auction Starts
07/29/2025 10:00 AM ET",https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/29/2025,Realforeclose.com,502024CA007443XXXAMB,"$559,026.91 ",1.84E+16,5510 MONTE FINO CT,"GREENACRES, FL- 33463",,,
"Auction Starts
07/09/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,CACE-22-013310,"$93,043.29 ",514223AG0540,1000 PARKVIEW DR,"HALLANDALE BEACH, 33009",,,
"Auction Starts
07/09/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,CACE-25-001472,"$609,800.49 ",5.14E+11,214 NE 10 AVE,"HALLANDALE BEACH, 33009",,,
"Auction Starts
07/11/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/11/2025,Realforeclose.com,COCE-24-023291,"$19,810.47 ",5.14E+11,824 NE 6 ST,"HALLANDALE BEACH, 33009",,,
"Auction Starts
07/24/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,CACE-16-022726,"$177,718.18 ",514222CA0320,320 NE 12 AVE,"HALLANDALE BEACH, 33009",,,
"Auction Starts
07/30/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,CACE-23-011892,"$102,757.68 ",5.14E+11,601 NW 10 ST,"HALLANDALE BEACH, 33009",,,
"Auction Starts
07/31/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/31/2025,Realforeclose.com,CACE-24-004632,"$46,694.95 ",514226DG0020,136 GOLDEN ISLES DR,"HALLANDALE BEACH, 33009",,,
"Auction Starts
07/15/2025 11:00 AM ET",https://alachua.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/15/2025,Realforeclose.com,01 2024 CA 003092,"$202,118.28 ",Property Appraiser,220 NW 7 ST,"HIGH SPRINGS , FL- 32643",,,
"Auction Starts
07/10/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,CACE-24-007141,"$310,734.19 ",514224AK1590,1600 S OCEAN DR,"HOLLYWOOD, 33019",,,
"Auction Starts
07/23/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,CACE-24-003672,"$14,610.54 ",514226HD0690,3725 S OCEAN DR,"HOLLYWOOD, 33019",,,
"Auction Starts
07/10/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,CACE-23-016296,"$595,578.42 ",5.14E+11,1954 THOMAS ST,"HOLLYWOOD, 33020",,,
"Auction Starts
07/10/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,CACE-24-012327,"$287,446.50 ",5.14E+11,1527 E LAKE CT,"HOLLYWOOD, 33020",,,
"Auction Starts
07/23/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,CACE-23-021206,"$648,186.03 ",5.14E+11,1626 TYLER ST,"HOLLYWOOD, 33020",,,
"Auction Starts
07/24/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,CACE-25-005148,"$16,246.89 ",514210CA0090,1425 ARTHUR ST,"HOLLYWOOD, 33020",,,
"Auction Starts
07/30/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,CACE-22-009441,$0.00 ,5.14E+11,527 S 28 AVE,"HOLLYWOOD, 33020",,,
"Auction Starts
07/09/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,CACE-23-000074,"$709,554.56 ",5.14E+11,4631 W PARK RD,"HOLLYWOOD, 33021",,,
"Auction Starts
07/09/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,CACE-24-013281,"$25,759.03 ",514205AM0280,2520 N 38 AVE,"HOLLYWOOD, 33021",,,
"Auction Starts
07/22/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,CACE-24-012513,"$204,265.73 ",5.14E+11,5626 ATLANTA ST,"HOLLYWOOD, 33021",,,
"Auction Starts
07/29/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/29/2025,Realforeclose.com,CACE-24-015177,"$586,252.20 ",5.14E+11,2003 N 45 AVE,"HOLLYWOOD, 33021",,,
"Auction Starts
07/09/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,CACE-24-007779,"$442,819.67 ",5.14E+11,2841 N 66 AVE,"HOLLYWOOD, 33024",,,
"Auction Starts
07/16/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/16/2025,Realforeclose.com,CACE-24-009971,"$214,199.40 ",514102CG0090,140 FOX RD,"HOLLYWOOD, 33024",,,
"Auction Starts
07/24/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,CACE-24-003329,"$467,854.00 ",5.14E+11,6721 SIMMS ST,"HOLLYWOOD, 33024",,,
"Auction Starts
07/10/2025 10:00 AM ET",https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,CACE-18-017473,"$778,946.86 ",5.04E+11,4946 SW 38 WAY,"HOLLYWOOD, 33312",,,
"Auction Starts
08/06/2025 09:00 AM ET",https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/06/2025,Realforeclose.com,2024-000006-CA-01,"$679,576.48 ",Property Appraiser,29490 SW 193RD AVE,"HOMESTEAD, FL- 33030",,,
"Auction Starts
07/09/2025 11:00 AM ET",https://pasco.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,51-2024-CA-003252-CAAX-WS,"$199,280.45 ",Property Appraiser,13206 TYRONE ST,"HUDSON, 34667",,,
"Auction Starts
08/06/2025 11:00 AM ET",https://pasco.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/06/2025,Realforeclose.com,51-2023-CA-000711-CAAX-WS,"$216,459.51 ",Property Appraiser,15839 HICKS ROAD,"HUDSON, 34667",,,
"Auction Starts
07/30/2025 10:00 AM ET",https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,502023CA001129XXXXMB,"$281,315.13 ",2.64E+16,179 LAS BRISAS CIR,"HYPOLUXO, FL- 33462-7016",,,
"Auction Starts
07/15/2025 11:00 AM ET",https://duval.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/15/2025,Realforeclose.com,16-2023-CA-009362-XXXX-MA,"$83,802.66 ",Property Appraiser,11530 HOLTON LN,"JACKSONVILLE, FL- 32219",,,
"Auction Starts
07/14/2025 11:00 AM ET",https://duval.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/14/2025,Realforeclose.com,16-2023-CA-009695-XXXX-MA,"$148,814.57 ",Property Appraiser,8002 LENOX AVE,"JACKSONVILLE, FL- 32221",,,
"Auction Starts
07/16/2025 10:00 AM ET",https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/16/2025,Realforeclose.com,502024CC016719XXXAMB,"$21,061.33 ",3.04E+16,245 E THATCH PALM CIR,"JUPITER, FL- 33458",,,
"Auction Starts
07/22/2025 10:00 AM ET",https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,502024CC012578XXXANB,"$14,594.79 ",3.04E+16,1127 E SEMINOLE AVE 9C,"JUPITER, FL- 33477",,,
"Auction Starts
07/30/2025 10:00 AM ET",https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,502023CA011776XXXXMB,"$434,759.28 ",Property Appraiser,717 US HWY 1 # 808,"JUPITER, FL- 33477",,,
