Address,Address2,County,Date,Case,URL,Source,Atty,Atty_Contact
36121 W OLIVO ST,"Maricopa,  AZ  85138",Pinal,Jul 29 2025 at 10:30 AM local,23-05585,https://www.hubzu.com/property/91717008995-36121-W-OLIVO-ST-Maricopa-AZ-85138,Hubzu.com,"Tiffany & Bosco, P.A.",602-255-6000
3333 CONSERVANCY DR,"Chesapeake,  VA  23323",Chesapeake City,Jul 29 2025 at 2:45 PM local,VA-376039-1,https://www.hubzu.com/property/91717244665-3333-CONSERVANCY-DR-Chesapeake-VA-23323,Hubzu.com,BWW Law Group LLC,804-282-0463
234 CLAYTON ST,"Ottumwa,  IA  52501",Wapello,Jul 30 2025 at 10:00 AM local,245479,https://www.hubzu.com/property/90117302385-234-CLAYTON-ST-Ottumwa-IA-52501,Hubzu.com,"SouthLaw, P.C.",800-381-1536
622 WARREN ST,"Beverly,  NJ  08010",Burlington,Jul 17 2025 at 12:00 PM local,24-223305-LeR,https://www.hubzu.com/property/91716527988-622-WARREN-ST-Beverly-NJ-08010,Hubzu.com,"Robertson Anschutz Schneid Crane & Partners, PLLC",973-575-0707
2586 DUET DR,"West Sacramento,  CA  95691",Yolo,Jul 17 2025 at 12:45 PM local,2024-01164-CA,https://www.hubzu.com/property/91716992810-2586-DUET-DR-West-Sacramento-CA-95691,Hubzu.com,"Western Progressive Trustee, LLC",866-960-8299
908 VIEW HARBOUR RD,"Knoxville,  TN  37934",KNOX,Jul 17 2025 at 12:00 PM local,22-000079-391-2,https://www.hubzu.com/property/91717127989-908-VIEW-HARBOUR-RD-Knoxville-TN-37934,Hubzu.com,"Mackie Wolf Zientz & Mann, P.C.",615-238-3630
22666 Road L34,"Underwood,  IA  51576",Pottawattamie,Jul 18 2025 at 10:00 AM local,246696,https://www.hubzu.com/property/90117285107-22666-Road-L34-Underwood-IA-51576,Hubzu.com,"SouthLaw, P.C.",800-381-1536
1808 CRICKET LN,"Folcroft,  PA  19032",Delaware,Jul 18 2025 at 10:00 AM local,CV2023003415,https://www.hubzu.com/property/91716759955-1808-CRICKET-LN-Folcroft-PA-19032,Hubzu.com,Stern & Eisenberg PC,215-572-8111
,,,,,https://www.hubzu.com/property/91716723800-86-SCRAPETOWN-RD-Pemberton-NJ-08068,Hubzu.com,,
25717 PIONEER TRL,"Council Bluffs,  IA  51503",Pottawattamie,Jul 18 2025 at 10:00 AM local,246696,https://www.hubzu.com/property/90117285108-25717-PIONEER-TRL-Council-Bluffs-IA-51503,Hubzu.com,"SouthLaw, P.C.",800-381-1536
409 MONTROSE ST,"Salina,  KS  67401",Saline,Jul 23 2025 at 10:00 AM local,226147.454199,https://www.hubzu.com/property/91717232061-409-MONTROSE-ST-Salina-KS-67401,Hubzu.com,Millsap & Singer LLC,636-537-0110
3019 ROSE AVE,"Erie,  PA  16510",Erie,Jul 18 2025 at 10:00 AM local,24-243332- JeP,https://www.hubzu.com/property/87917107268-3019-ROSE-AVE-Erie-PA-16510,Hubzu.com,"Robertson Anschutz Schneid Crane & Partners, PLLC",855-225-6906
518 High St,"Pleasant City,  OH  43772",Guernsey,Jul 18 2025 at 10:00 AM local,24CV000461,https://www.hubzu.com/property/87917023686-518-High-St-Pleasant-City-OH-43772,Hubzu.com,Sandhu Law Group LLC,216-373-1001
1109 W GOURLEY PIKE,"Bloomington,  IN  47404",Monroe,Jul 18 2025 at 10:00 AM local,G228-116,https://www.hubzu.com/property/90117303516-1109-W-GOURLEY-PIKE-Bloomington-IN-47404,Hubzu.com,"Doyle & Foutty, P.C.",317-264-5000
39737 MANOR DR APT 31,"Harrison Township,  MI  48045",Macomb,Jul 18 2025 at 10:00 AM local,39737 MANOR DR APT 31,https://www.hubzu.com/property/91717304366-39737-MANOR-DR-APT-31-Harrison-Township-MI-48045,Hubzu.com,Trott Law P.C.,248-642-2515
2952 HURON ST,"Allentown,  PA  18103",Lehigh,Jul 18 2025 at 10:00 AM local,2024-C-3251,https://www.hubzu.com/property/91716833520-2952-HURON-ST-Allentown-PA-18103,Hubzu.com,Stern & Eisenberg PC,215-572-8111
5525 PRAIRIE DOG DR,"Indianapolis,  IN  46237",Marion,Jul 18 2025 at 10:30 AM local,15-24-01678,https://www.hubzu.com/property/90117301655-5525-PRAIRIE-DOG-DR-Indianapolis-IN-46237,Hubzu.com,"Codilis Law, LLC",219-736-5579
3050 MEETING HOUSE LN,"Indianapolis,  IN  46222",Marion,Jul 18 2025 at 10:00 AM local,24-027160,https://www.hubzu.com/property/90117301662-3050-MEETING-HOUSE-LN-Indianapolis-IN-46222,Hubzu.com,Manley Deas & Kochalski LLC,614-220-5611
303 PALAMA DR,"Kahului,  HI  96732",Maui,Jul 21 2025 at 11:00 AM local,140050,https://www.hubzu.com/property/90117071302-303-PALAMA-DR-Kahului-HI-96732,Hubzu.com,The Mortgage Law Firm,619-465-8200
5895 ROBIN OAK DR,"Angelus Oaks,  CA  92305",San Bernardino,Jul 21 2025 at 1:00 PM local,2025-00105-CA,https://www.hubzu.com/property/91717216300-5895-ROBIN-OAK-DR-Angelus-Oaks-CA-92305,Hubzu.com,"Western Progressive Trustee, LLC",866-960-8299
75 CHADWICK DR,"Rochester,  NY  14618",Monroe,Jul 22 2025 at 10:00 AM local,75 CHADWICK DR,https://www.hubzu.com/property/91716527703-75-CHADWICK-DR-Rochester-NY-14618,Hubzu.com,LOGS Legal Group LLP,585-247-9000
1043  BOONES HOLLOW DR,"Cordova,  TN  38018",SHELBY,Jul 22 2025 at 10:00 AM local,1043 BOONES HOLLOW DR,https://www.hubzu.com/property/87916430781-1043-BOONES-HOLLOW-DR-Cordova-TN-38018,Hubzu.com,Bell Carrington & Price LLC,803-509-5078
1060 GEORGIA ST,"Sullivan,  MO  63080",Franklin,Jul 22 2025 at 11:00 AM local,2024-00382-MO,https://www.hubzu.com/property/91717102079-1060-GEORGIA-ST-Sullivan-MO-63080,Hubzu.com,"Western Progressive - Missouri, Inc.",866-960-8299
60 PKWY DR E APT 2C,"East Orange,  NJ  07017",Essex,Jul 22 2025 at 1:30 PM local,24-239035-CaV,https://www.hubzu.com/property/91717025943-60-PKWY-DR-E-APT-2C-East-Orange-NJ-07017,Hubzu.com,"Robertson Anschutz Schneid Crane & Partners, PLLC",973-575-0707
4804 WATERVIEW CIR,"Palm Springs,  FL  33461",Palm Beach,Jul 23 2025 at 10:00 AM local,2023CA014855,https://www.hubzu.com/property/87917264549-4804-WATERVIEW-CIR-Palm-Springs-FL-33461,Hubzu.com,Aldridge Pite LLP,855-571-0578
4038 PHELPS DR,"Brooklyn,  IA  52211",Poweshiek,Jul 23 2025 at 9:00 AM local,247984,https://www.hubzu.com/property/90117285110-4038-PHELPS-DR-Brooklyn-IA-52211,Hubzu.com,"SouthLaw, P.C.",800-381-1536
19996 E HWY 74,"Elkins,  AR  72727",Washington,Jul 16 2025 at 10:00 AM local,2025-11527,https://www.hubzu.com/property/91717278973-19996-E-HWY-74-Elkins-AR-72727,Hubzu.com,"Wilson & Associates, PLLC",501-219-9388
4338 BELL HOLLOW RD,"Cannelton,  IN  47520",Perry,Jul 16 2025 at 10:00 AM local,F338-2,https://www.hubzu.com/property/90117285106-4338-BELL-HOLLOW-RD-Cannelton-IN-47520,Hubzu.com,"Doyle & Foutty, P.C.",317-264-5000
5130 SOUTH CUSTER ST,"Wichita,  KS  67217",Sedgwick,Jul 16 2025 at 10:00 AM local,225605.453131,https://www.hubzu.com/property/91717216610-5130-SOUTH-CUSTER-ST-Wichita-KS-67217,Hubzu.com,Millsap & Singer LLC,636-537-0110
18039 E 108TH PL,"Commerce City,  CO  80022",Adams,Jul 16 2025 at 10:00 AM local,361145,https://www.hubzu.com/property/87917212791-18039-E-108TH-PL-Commerce-City-CO-80022,Hubzu.com,Barrett Frappier & Weisserman LLP,972-386-5040
9020 326TH AVE EAST,"Duette,  FL  34219",Manatee,Jul 16 2025 at 11:00 AM local,9020 326TH AVE EAST,https://www.hubzu.com/property/87916964967-9020-326TH-AVE-EAST-Duette-FL-34219,Hubzu.com,Lender Legal PLLC,407-999-0089
436 E 59TH ST,"Long Beach,  CA  90805",Los Angeles,Jul 16 2025 at 11:00 AM local,2023-01201-CA,https://www.hubzu.com/property/91716811528-436-E-59TH-ST-Long-Beach-CA-90805,Hubzu.com,"Western Progressive, LLC",866-960-8299
127 SAINT CHARLES AVE,"Florence,  MS  39073",RANKIN,Jul 16 2025 at 11:00 AM local,2025-00088-MS,https://www.hubzu.com/property/91717285536-127-SAINT-CHARLES-AVE-Florence-MS-39073,Hubzu.com,"Western Progressive - Mississippi, Inc.",866-960-8299
18343 COURTNEY CT,"Bloomington,  CA  92316",San Bernardino,Jul 16 2025 at 1:00 PM local,2025-00221-CA,https://www.hubzu.com/property/91717231926-18343-COURTNEY-CT-Bloomington-CA-92316,Hubzu.com,"Western Progressive Trustee, LLC",866-960-8299
10128 CAMINO DE ROSA,"Riverside,  CA  92503",Riverside,Jul 17 2025 at 9:30 AM local,2025-00101-CA,https://www.hubzu.com/property/91717216118-10128-CAMINO-DE-ROSA-Riverside-CA-92503,Hubzu.com,"Western Progressive Trustee, LLC",866-960-8299
702 MONROE ST,"Walkerton,  IN  46574",St Joseph,Jul 17 2025 at 10:00 AM local,24-008414,https://www.hubzu.com/property/91716974920-702-MONROE-ST-Walkerton-IN-46574,Hubzu.com,Manley Deas & Kochalski LLC,614-220-5611
6084 HAWORTH CIR,"Plainfield,  IN  46168",Hendricks,Jul 17 2025 at 10:00 AM local,G280-427,https://www.hubzu.com/property/90117215906-6084-HAWORTH-CIR-Plainfield-IN-46168,Hubzu.com,"Doyle & Foutty, P.C.",317-264-5000
64734 CEDAR RD,"Wakarusa,  IN  46573",St Joseph,Jul 17 2025 at 10:00 AM local,15-23-01647,https://www.hubzu.com/property/90117301648-64734-CEDAR-RD-Wakarusa-IN-46573,Hubzu.com,"Codilis Law, LLC",219-736-5579
335 N ROBINSON ST,"Schoolcraft,  MI  49087",Kalamazoo,Jul 17 2025 at 10:00 AM local,25-006492,https://www.hubzu.com/property/87916747165-335-N-ROBINSON-ST-Schoolcraft-MI-49087,Hubzu.com,Orlans PC,248-502-1400
167 HOWARD RD,"Greenwood,  IN  46142",Johnson,Jul 17 2025 at 10:00 AM local,15-24-01255,https://www.hubzu.com/property/90117305377-167-HOWARD-RD-Greenwood-IN-46142,Hubzu.com,"Codilis Law, LLC",219-736-5579
203 ST ANDREWS RD,"Walden,  NY  12586",Orange,Jul 18 2025 at 10:00 AM local,203 ST ANDREWS RD,https://www.hubzu.com/property/87916821836-203-ST-ANDREWS-RD-Walden-NY-12586,Hubzu.com,"Roach & Lin, P.C.",516-938-3100
1120 BOMAR LN,"Greenwood,  IN  46142",Johnson,Jul 17 2025 at 10:00 AM local,111530F01,https://www.hubzu.com/property/90117305376-1120-BOMAR-LN-Greenwood-IN-46142,Hubzu.com,Feiwell & Hannoy PC,317-237-2727
207 W 4TH AVE,"Indianola,  IA  50125",Warren,Jul 17 2025 at 10:00 AM local,247340,https://www.hubzu.com/property/90117264920-207-W-4TH-AVE-Indianola-IA-50125,Hubzu.com,"SouthLaw, P.C.",800-381-1536
5426 SANDUSKY RD,"Peck,  MI  48466",Sanilac,Jul 17 2025 at 10:00 AM local,25-007521,https://www.hubzu.com/property/87917302276-5426-SANDUSKY-RD-Peck-MI-48466,Hubzu.com,Orlans PC,248-502-1400
423 S 8TH ST,"West Terre Haute,  IN  47885",Vigo,Jul 17 2025 at 10:00 AM local,G338-523,https://www.hubzu.com/property/90117303518-423-S-8TH-ST-West-Terre-Haute-IN-47885,Hubzu.com,"Doyle & Foutty, P.C.",317-264-5000
6060 WEDDEL ST,"Taylor,  MI  48180",Wayne,Jul 17 2025 at 11:00 AM local,6060 WEDDEL ST,https://www.hubzu.com/property/91716897807-6060-WEDDEL-ST-Taylor-MI-48180,Hubzu.com,Trott Law P.C.,248-642-2515
,,,,,https://www.hubzu.com/property/91717285500-5918-CORSICANA-WAY-Seguin-TX-78155,Hubzu.com,,
6 WINDSOR CIR,"Anniston,  AL  36207",Calhoun,Jul 17 2025 at 11:00 AM local,6 WINDSOR CIR,https://www.hubzu.com/property/87917016713-6-WINDSOR-CIR-Anniston-AL-36207,Hubzu.com,"McPhail Sanchez, LLC",251-438-2333
4111 FOX XING DR,"Florissant,  MO  63034",SAINT LOUIS,Jul 17 2025 at 11:00 AM local,4111 FOX CROSSING DR,https://www.hubzu.com/property/91716945108-4111-FOX-XING-DR-Florissant-MO-63034,Hubzu.com,"Western Progressive - Missouri, Inc.",866-960-8299
23 TURTLE CT,"Delanco,  NJ  08075",Burlington,Jul 17 2025 at 12:00 PM local,F-007399-24,https://www.hubzu.com/property/87916978910-23-TURTLE-CT-Delanco-NJ-08075,Hubzu.com,Hill Wallack LLP,609-924-0808
34 LAKESHORE DR,"Danville,  IL  61832",Vermilion,Jul 10 2025 at 10:00 AM local,24FC39,https://www.hubzu.com/property/87916963966-34-LAKESHORE-DR-Danville-IL-61832,Hubzu.com,Lender Legal PLLC,407-730-4644
14298 DELANEY DR,"Fishers,  IN  46038",Hamilton,Jul 10 2025 at 10:00 AM local,29D02-2402-MF-001456,https://www.hubzu.com/property/90117145843-14298-DELANEY-DR-Fishers-IN-46038,Hubzu.com,"Diaz Anselmo Lindberg, P.A.",630-453-6800
5016 HIGHWAY 92,"Prole,  IA  50229",Warren,Jul 10 2025 at 10:00 AM local,5016 HWY 92,https://www.hubzu.com/property/90116852018-5016-HIGHWAY-92-Prole-IA-50229,Hubzu.com,Dentons Davis Brown,515-288-2500
5918 CORSICANA WAY,"Seguin,  TX  78155",Guadalupe,Aug 05 2025 at 11:00 AM local,25-000464-673,https://www.hubzu.com/property/91717285500-5918-CORSICANA-WAY-Seguin-TX-78155,Hubzu.com,"Power Default Services, Inc.",866-960-8299
1808 N VAN BUREN AVE,"Tucson,  AZ  85712",PIMA,Jul 10 2025 at 10:30 AM local,2025-00030-AZ,https://www.hubzu.com/property/91717216114-1808-N-VAN-BUREN-AVE-Tucson-AZ-85712,Hubzu.com,"Western Progressive - Arizona, Inc.",866-960-8299
8131 W EVERGREEN  DR,"Frankfort,  IL  60423",Will,Jul 10 2025 at 12:00 PM local,24FC0375-0,https://www.hubzu.com/property/91716770690-8131-W-EVERGREEN-DR-Frankfort-IL-60423,Hubzu.com,Codilis & Associates PC,630-794-5300
71 EVERGREEN DR,"East Longmeadow,  MA  01028",Hampden,Jul 10 2025 at 1:00 PM local,18-15609,https://www.hubzu.com/property/87916974789-71-EVERGREEN-DR-East-Longmeadow-MA-01028,Hubzu.com,Brock & Scott PLLC,844-856-6646
1818 ALFREDA BLVD,"San Pablo,  CA  94806",Contra Costa,Jul 10 2025 at 1:30 PM local,2024-01767-CA,https://www.hubzu.com/property/91716625834-1818-ALFREDA-BLVD-San-Pablo-CA-94806,Hubzu.com,"Western Progressive, LLC",866-960-8299
8145 BLAKE BLVD,"Newburgh,  IN  47630",Warrick,Jul 10 2025 at 1:00 PM local,24-007357,https://www.hubzu.com/property/90117301661-8145-BLAKE-BLVD-Newburgh-IN-47630,Hubzu.com,Manley Deas & Kochalski LLC,614-220-5611
328 E KIMBALL ST,"Hancock,  IA  51536",Pottawattamie,Jul 11 2025 at 10:00 AM local,244108,https://www.hubzu.com/property/90117264919-328-E-KIMBALL-ST-Hancock-IA-51536,Hubzu.com,"SouthLaw, P.C.",800-381-1536
4230 WABASH AVE,"Hammond,  IN  46327",Lake,Jul 11 2025 at 10:00 AM local,24-000303,https://www.hubzu.com/property/91716897750-4230-WABASH-AVE-Hammond-IN-46327,Hubzu.com,Manley Deas & Kochalski LLC,614-220-5611
31510 SUNSET DR,"Painter,  VA  23420",Accomack,Jul 11 2025 at 12:30 PM local,31510 SUNSET DR,https://www.hubzu.com/property/91717102080-31510-SUNSET-DR-Painter-VA-23420,Hubzu.com,BWW Law Group LLC,804-282-0463
222 S SODERQUIST RD,"Turlock,  CA  95380",STANISLAUS,Jul 11 2025 at 1:00 PM local,00000010160216,https://www.hubzu.com/property/91717007399-222-S-SODERQUIST-RD-Turlock-CA-95380,Hubzu.com,Barrett Daffin Frappier Treder & Weiss LLP,972-386-5040
181 BELL DR,"Danville,  VA  24541",Danville City,Jul 11 2025 at 1:00 PM local,463386,https://www.hubzu.com/property/93517305143-181-BELL-DR-Danville-VA-24541,Hubzu.com,"Cohn, Goldberg & Deutsch, LLC",410-296-2550
20451 MORRIS AVE,"Euclid,  OH  44123",Cuyahoga,Jul 14 2025 at 9:00 AM local,979316,https://www.hubzu.com/property/91716781358-20451-MORRIS-AVE-Euclid-OH-44123,Hubzu.com,Manley Deas & Kochalski LLC,614-220-5611
9669 S CRANDON AVE,"Chicago,  IL  60617",Cook,Jul 14 2025 at 10:30 AM local,45-1040,https://www.hubzu.com/property/91716961627-9669-S-CRANDON-AVE-Chicago-IL-60617,Hubzu.com,Codilis & Associates PC,630-794-5300
1013 POPPY SEED DR,"Oak Grove,  KY  42262",Christian,Jul 14 2025 at 11:00 AM local,23-CI-00270,https://www.hubzu.com/property/91716769275-1013-POPPY-SEED-DR-Oak-Grove-KY-42262,Hubzu.com,Millsap & Singer LLC,636-537-0110
7718 NEW JERSEY AVE,"Kansas City,  KS  66112",Wyandotte,Jul 15 2025 at 10:00 AM local,7718 NEW JERSEY AVE,https://www.hubzu.com/property/91716770649-7718-NEW-JERSEY-AVE-Kansas-City-KS-66112,Hubzu.com,Millsap & Singer LLC,636-537-0110
8 HORSESHOE DR,"Acton,  MA  01720",Middlesex,Jul 14 2025 at 1:00 PM local,24-13497,https://www.hubzu.com/property/87916965217-8-HORSESHOE-DR-Acton-MA-01720,Hubzu.com,Brock & Scott PLLC,844-856-6646
2540 LORI DR SW,"Cedar Rapids,  IA  52404",Linn,Jul 15 2025 at 10:00 AM local,235706,https://www.hubzu.com/property/90117305374-2540-LORI-DR-SW-Cedar-Rapids-IA-52404,Hubzu.com,"SouthLaw, P.C.",800-381-1536
15 GOLDEN OAKS LN,"Fletcher,  NC  28732",Henderson,Jul 15 2025 at 11:00 AM local,25-07601,https://www.hubzu.com/property/91717244467-15-GOLDEN-OAKS-LN-Fletcher-NC-28732,Hubzu.com,Brock & Scott PLLC,844-856-6646
20 DEWEY ST,"Portsmouth,  VA  23704",Portsmouth City,Jul 15 2025 at 11:15 AM local,20 DEWEY ST,https://www.hubzu.com/property/91717216347-20-DEWEY-ST-Portsmouth-VA-23704,Hubzu.com,"Western Progressive - Virginia, Inc.",866-960-8299
32589 RICHARDSON ST,"Menifee,  CA  92584",Riverside,Jul 16 2025 at 9:30 AM local,2025-00110-CA,https://www.hubzu.com/property/91717216116-32589-RICHARDSON-ST-Menifee-CA-92584,Hubzu.com,"Western Progressive Trustee, LLC",866-960-8299
101 STRIPPIT RD,"Poteau,  OK  74953",Le Flore,Jul 08 2025 at 10:00 AM local,CJ-2023-209,https://www.hubzu.com/property/87916832333-101-STRIPPIT-RD-Poteau-OK-74953,Hubzu.com,The Mortgage Law Firm,619-465-8200
2495 HACKS CROSS RD,"Germantown,  TN  38138",SHELBY,Jul 08 2025 at 10:00 AM local,2023-00083-TN,https://www.hubzu.com/property/91716870749-2495-HACKS-CROSS-RD-Germantown-TN-38138,Hubzu.com,"Western Progressive - Tennessee, Inc",866-960-8299
221 OSCEOLA AVE E,"Harris,  IA  51345",Osceola,Jul 08 2025 at 10:00 AM local,243351,https://www.hubzu.com/property/90117218899-221-OSCEOLA-AVE-E-Harris-IA-51345,Hubzu.com,"SouthLaw, P.C.",800-381-1536
117 PARSONS RD,"Oak Ridge,  TN  37830",Anderson,Jul 08 2025 at 11:00 AM local,25-000148-671-1,https://www.hubzu.com/property/91717304569-117-PARSONS-RD-Oak-Ridge-TN-37830,Hubzu.com,"Mackie Wolf Zientz & Mann, P.C.",615-238-3630
802 LINCOLN AVE,"Bedford,  IN  47421",Lawrence,Jul 08 2025 at 1:00 PM local,G280-49,https://www.hubzu.com/property/90117302390-802-LINCOLN-AVE-Bedford-IN-47421,Hubzu.com,"Doyle & Foutty, P.C.",317-264-5000
105 ROSE MOUNTAIN,"Oceana,  WV  24870",Wyoming,Jul 08 2025 at 12:00 PM local,105 ROSE MOUNTAIN,https://www.hubzu.com/property/91717022679-105-ROSE-MOUNTAIN-Oceana-WV-24870,Hubzu.com,"Reisenfeld & Associates, LLC",800-886-0831
830 ROUTE 9,"Bayville,  NJ  08721",Ocean,Jul 08 2025 at 2:00 PM local,F-014524-23,https://www.hubzu.com/property/91716895876-830-ROUTE-9-Bayville-NJ-08721,Hubzu.com,"Robertson Anschutz Schneid Crane & Partners, PLLC",973-575-0707
401 E SOUTH ST,"Eaton,  IN  47338",Delaware,Jul 09 2025 at 10:00 AM local,G280-409,https://www.hubzu.com/property/90117215900-401-E-SOUTH-ST-Eaton-IN-47338,Hubzu.com,"Doyle & Foutty, P.C.",317-264-5000
101 HIGHLAND AVE,"Sterling,  CO  80751",Logan,Jul 09 2025 at 10:00 AM local,25-033859,https://www.hubzu.com/property/91717242327-101-HIGHLAND-AVE-Sterling-CO-80751,Hubzu.com,Janeway Law Firm,303-706-9990
616 E REYNOLDS,"New Castle,  PA  16101",Lawrence,Jul 09 2025 at 10:00 AM local,23-069595,https://www.hubzu.com/property/87916808302-616-E-REYNOLDS-New-Castle-PA-16101,Hubzu.com,LOGS Legal Group LLP,610-278-6800
4166 W STATE ST,"Edinburg,  PA  16116",Lawrence,Jul 09 2025 at 10:00 AM local,4166 W State St.,https://www.hubzu.com/property/91716699920-4166-W-STATE-ST-Edinburg-PA-16116,Hubzu.com,"Robertson Anschutz Schneid Crane & Partners, PLLC",855-225-6906
1916 VERMONT AVE,"Connersville,  IN  47331",Fayette,Jul 09 2025 at 10:00 AM local,G338-498,https://www.hubzu.com/property/90117284441-1916-VERMONT-AVE-Connersville-IN-47331,Hubzu.com,The Sayer Law Group P.C.,319-234-2530
7426 W LONE CACTUS DR,"Glendale,  AZ  85308",Maricopa,Jul 09 2025 at 10:30 AM local,7426 W LONE CACTUS DR,https://www.hubzu.com/property/91717231922-7426-W-LONE-CACTUS-DR-Glendale-AZ-85308,Hubzu.com,"Western Progressive - Arizona, Inc.",866-960-8299
28648 N 165TH AVE,"Surprise,  AZ  85387",Maricopa,Jul 09 2025 at 10:30 AM local,23-09087,https://www.hubzu.com/property/91717008994-28648-N-165TH-AVE-Surprise-AZ-85387,Hubzu.com,"Tiffany & Bosco, P.A.",602-255-6000
27484 COPELAND RD,"Athens,  AL  35613",Limestone,Jul 09 2025 at 11:00 AM local,AL2025-00193,https://www.hubzu.com/property/87917301488-27484-COPELAND-RD-Athens-AL-35613,Hubzu.com,McMichael Taylor Gray LLC,404-474-7149
37 SMITH RD,"Warwick,  MA  01378",Franklin,Jul 09 2025 at 12:00 PM local,22-041738,https://www.hubzu.com/property/91716745791-37-SMITH-RD-Warwick-MA-01378,Hubzu.com,Korde & Associates,978-256-1500
9543 TANGELO AVE,"Fontana,  CA  92335",San Bernardino,Jul 09 2025 at 1:00 PM local,2025-00114-CA,https://www.hubzu.com/property/91717216119-9543-TANGELO-AVE-Fontana-CA-92335,Hubzu.com,"Western Progressive Trustee, LLC",866-960-8299
46 CHICHESTER RD,"Monroe Township,  NJ  08831",Middlesex,Jul 09 2025 at 1:30 PM local,F-008613-24,https://www.hubzu.com/property/91716933336-46-CHICHESTER-RD-Monroe-Township-NJ-08831,Hubzu.com,"Robertson Anschutz Schneid Crane & Partners, PLLC",973-575-0707
13 CRAIGIE AVE,"Lawrence,  NJ  08648",Mercer,Jul 09 2025 at 2:00 PM local,24-194908,https://www.hubzu.com/property/91716940370-13-CRAIGIE-AVE-Lawrence-NJ-08648,Hubzu.com,"Robertson Anschutz Schneid Crane & Partners, PLLC",973-575-0707
1508 GREENWOOD AVE,"Trenton,  NJ  08609",Mercer,Jul 09 2025 at 2:00 PM local,23-122320-LeR,https://www.hubzu.com/property/91716527741-1508-GREENWOOD-AVE-Trenton-NJ-08609,Hubzu.com,"Robertson Anschutz Schneid Crane & Partners, PLLC",973-575-0707
42274 MISTY WAY,"Hemet,  CA  92544",Riverside,Jul 10 2025 at 9:30 AM local,2025-00098-CA,https://www.hubzu.com/property/91717216303-42274-MISTY-WAY-Hemet-CA-92544,Hubzu.com,"Western Progressive Trustee, LLC",866-960-8299
21417 LAKE RD,"Ironton,  MN  56455",Crow Wing,Jul 10 2025 at 10:00 AM local,23-116108,https://www.hubzu.com/property/87916430188-21417-LAKE-RD-Ironton-MN-56455,Hubzu.com,LOGS Legal Group LLP,952-821-4060
