Address,Address2,County,Date,Case,URL,Source,Atty,Atty_Contact
4038 PHELPS DR,"Brooklyn,  IA  52211",Poweshiek,Jul 23 2025 at 9:00 AM local,247984,https://www.hubzu.com/property/90117285110-4038-PHELPS-DR-Brooklyn-IA-52211,Hubzu.com,"SouthLaw, P.C.",800-381-1536
409 MANA VISTA CT,"Lexington,  SC  29072",Lexington,Jul 07 2025 at 11:00 AM local,013225-03803,https://www.hubzu.com/property/90117321024-409-MANA-VISTA-CT-Lexington-SC-29072,Hubzu.com,"Rogers Townsend & Thomas, P.C.",803-771-7900
4112 TRABERT CT,"Dover,  PA  17315",York,Aug 04 2025 at 2:00 PM local,2024-SU-001912,https://www.hubzu.com/property/87916976387-4112-TRABERT-CT-Dover-PA-17315,Hubzu.com,Hill Wallack LLP,215-579-7700
4166 W STATE ST,"Edinburg,  PA  16116",Lawrence,Jul 09 2025 at 10:00 AM local,,https://www.hubzu.com/property/91716699920-4166-W-STATE-ST-Edinburg-PA-16116,Hubzu.com,"Robertson Anschutz Schneid Crane & Partners, PLLC",855-225-6906
417 BAY LEAF DR,"Kissimmee,  FL  34759",Polk,Jul 08 2025 at 10:00 AM local,2022-CA-002101,https://www.hubzu.com/property/87916620299-417-BAY-LEAF-DR-Kissimmee-FL-34759,Hubzu.com,Lender Legal PLLC,407-999-0089
42274 MISTY WAY,"Hemet,  CA  92544",Riverside,Jul 10 2025 at 9:30 AM local,2025-00098-CA,https://www.hubzu.com/property/91717216303-42274-MISTY-WAY-Hemet-CA-92544,Hubzu.com,"Western Progressive Trustee, LLC",866-960-8299
423 S 8TH ST,"West Terre Haute,  IN  47885",Vigo,Jul 17 2025 at 10:00 AM local,G338-523,https://www.hubzu.com/property/90117303518-423-S-8TH-ST-West-Terre-Haute-IN-47885,Hubzu.com,"Doyle & Foutty, P.C.",317-264-5000
4230 WABASH AVE,"Hammond,  IN  46327",Lake,Jul 11 2025 at 10:00 AM local,24-000303,https://www.hubzu.com/property/91716897750-4230-WABASH-AVE-Hammond-IN-46327,Hubzu.com,Manley Deas & Kochalski LLC,614-220-5611
424 MAGAZINE ST,"Pulaski,  VA  24301",Pulaski,Aug 01 2025 at 1:00 PM local,85-25-003575 FC,https://www.hubzu.com/property/87917107273-424-MAGAZINE-ST-Pulaski-VA-24301,Hubzu.com,"Robertson Anschutz Schneid Crane & Partners, PLLC",844-442-2150
428 CRICKETT HOLLOW LN,"Milford,  DE  19963",Kent,Jul 03 2025 at 10:00 AM local,,https://www.hubzu.com/property/91716669066-428-CRICKETT-HOLLOW-LN-Milford-DE-19963,Hubzu.com,McCabe Weisberg & Conway LLC,302-409-3520
428 HOWIE RD,"Big Timber,  MT  59011",Sweet Grass,Jul 01 2025 at 2:00 PM local,MT11518,https://www.hubzu.com/property/87916627926-428-HOWIE-RD-Big-Timber-MT-59011,Hubzu.com,Halliday Watkins & Mann PC,801-355-2886
4338 BELL HOLLOW RD,"Cannelton,  IN  47520",Perry,Jul 16 2025 at 10:00 AM local,F338-2,https://www.hubzu.com/property/90117285106-4338-BELL-HOLLOW-RD-Cannelton-IN-47520,Hubzu.com,"Doyle & Foutty, P.C.",317-264-5000
436 E 59TH ST,"Long Beach,  CA  90805",Los Angeles,Jul 02 2025 at 11:00 AM local,2023-01201-CA,https://www.hubzu.com/property/91716811528-436-E-59TH-ST-Long-Beach-CA-90805,Hubzu.com,"Western Progressive, LLC",866-960-8299
4593 KARWOOD DR,"Rock Hill,  SC  29732",York,Jul 07 2025 at 11:00 AM local,2023-CP-46-03520,https://www.hubzu.com/property/87916265232-4593-KARWOOD-DR-Rock-Hill-SC-29732,Hubzu.com,"Riley Pope & Laney, LLC",803-799-9993
46 CHICHESTER RD,"Monroe Township,  NJ  08831",Middlesex,Jul 09 2025 at 1:30 PM local,F-008613-24,https://www.hubzu.com/property/91716933336-46-CHICHESTER-RD-Monroe-Township-NJ-08831,Hubzu.com,"Robertson Anschutz Schneid Crane & Partners, PLLC",973-575-0707
4675 CYGNUS RD,"Bellemont,  AZ  86015",Coconino,Jul 31 2025 at 10:30 AM local,2024-00359-AZ,https://www.hubzu.com/property/91717129783-4675-CYGNUS-RD-Bellemont-AZ-86015,Hubzu.com,"Western Progressive - Arizona, Inc.",866-960-8299
4804 WATERVIEW CIR,"Palm Springs,  FL  33461",Palm Beach,Jul 23 2025 at 10:00 AM local,2023CA014855,https://www.hubzu.com/property/87917264549-4804-WATERVIEW-CIR-Palm-Springs-FL-33461,Hubzu.com,Aldridge Pite LLP,855-571-0578
501 BEAVERVIEW DR,"Bristol,  VA  24201",Bristol City,Jul 07 2025 at 3:45 PM local,VA-360046-2,https://www.hubzu.com/property/91716714573-501-BEAVERVIEW-DR-Bristol-VA-24201,Hubzu.com,BWW Law Group LLC,804-282-0463
5016 HIGHWAY 92,"Prole,  IA  50229",Warren,Jul 10 2025 at 10:00 AM local,,https://www.hubzu.com/property/90116852018-5016-HIGHWAY-92-Prole-IA-50229,Hubzu.com,Dentons Davis Brown,515-288-2500
518 High St,"Pleasant City,  OH  43772",Guernsey,Jul 18 2025 at 10:00 AM local,24CV000461,https://www.hubzu.com/property/87917023686-518-High-St-Pleasant-City-OH-43772,Hubzu.com,Sandhu Law Group LLC,216-373-1001
5190 S MAIN ST,"Cowpens,  SC  29330",Spartanburg,Jul 07 2025 at 11:00 AM local,251070.00033,https://www.hubzu.com/property/90117321028-5190-S-MAIN-ST-Cowpens-SC-29330,Hubzu.com,"Scott and Corley, P.A.",803-252-3340
534 GERANIUM ST,"Graniteville,  SC  29829",Aiken,Jul 07 2025 at 11:00 AM local,251164.00022,https://www.hubzu.com/property/90117321027-534-GERANIUM-ST-Graniteville-SC-29829,Hubzu.com,"Scott and Corley, P.A.",803-252-3340
5426 SANDUSKY RD,"Peck,  MI  48466",Sanilac,Jul 17 2025 at 10:00 AM local,25-007521,https://www.hubzu.com/property/87917302276-5426-SANDUSKY-RD-Peck-MI-48466,Hubzu.com,Orlans PC,248-502-1400
5525 PRAIRIE DOG DR,"Indianapolis,  IN  46237",Marion,Jul 18 2025 at 10:30 AM local,15-24-01678,https://www.hubzu.com/property/90117301655-5525-PRAIRIE-DOG-DR-Indianapolis-IN-46237,Hubzu.com,"Codilis Law, LLC",219-736-5579
564 HALLER ST,"Lima,  OH  45801",Allen,Jul 30 2025 at 11:00 AM local,CF20240073,https://www.hubzu.com/property/87916961922-564-HALLER-ST-Lima-OH-45801,Hubzu.com,LOGS Legal Group LLP,513-396-8100
5840 LONGWOOD DR UNIT 102,"Murrells Inlet,  SC  29576",Horry,Aug 04 2025 at 11:00 AM local,,https://www.hubzu.com/property/90117403863-5840-LONGWOOD-DR-UNIT-102-Murrells-Inlet-SC-29576,Hubzu.com,"Robertson Anschutz Schneid Crane & Partners, PLLC",470-321-7112
6 IRONWOOD DR,"Cottonwood,  ID  83522",Idaho,Jul 23 2025 at 2:00 PM local,,https://www.hubzu.com/property/91717216054-6-IRONWOOD-DR-Cottonwood-ID-83522,Hubzu.com,"McCarthy Holthus, LLP",877-369-6122
6 WINDSOR CIR,"Anniston,  AL  36207",Calhoun,Jul 01 2025 at 11:00 AM local,,https://www.hubzu.com/property/87917016713-6-WINDSOR-CIR-Anniston-AL-36207,Hubzu.com,"McPhail Sanchez, LLC",251-438-2333
60 PKWY DR E APT 2C,"East Orange,  NJ  07017",Essex,Jul 22 2025 at 1:30 PM local,24-239035-CaV,https://www.hubzu.com/property/91717025943-60-PKWY-DR-E-APT-2C-East-Orange-NJ-07017,Hubzu.com,"Robertson Anschutz Schneid Crane & Partners, PLLC",973-575-0707
6060 WEDDEL ST,"Taylor,  MI  48180",Wayne,Jul 17 2025 at 11:00 AM local,,https://www.hubzu.com/property/91716897807-6060-WEDDEL-ST-Taylor-MI-48180,Hubzu.com,Trott Law P.C.,248-642-2515
6084 HAWORTH CIR,"Plainfield,  IN  46168",Hendricks,Jul 17 2025 at 10:00 AM local,G280-427,https://www.hubzu.com/property/90117215906-6084-HAWORTH-CIR-Plainfield-IN-46168,Hubzu.com,"Doyle & Foutty, P.C.",317-264-5000
6133 CALLAN DR,"Colorado Springs,  CO  80927",El Paso,Jul 02 2025 at 10:00 AM local,,https://www.hubzu.com/property/87917219144-6133-CALLAN-DR-Colorado-Springs-CO-80927,Hubzu.com,Janeway Law Firm,303-706-9990
616 E REYNOLDS,"New Castle,  PA  16101",Lawrence,Jul 09 2025 at 10:00 AM local,23-069595,https://www.hubzu.com/property/87916808302-616-E-REYNOLDS-New-Castle-PA-16101,Hubzu.com,LOGS Legal Group LLP,610-278-6800
622 WARREN ST,"Beverly,  NJ  08010",Burlington,Jul 17 2025 at 12:00 PM local,24-223305-LeR,https://www.hubzu.com/property/91716527988-622-WARREN-ST-Beverly-NJ-08010,Hubzu.com,"Robertson Anschutz Schneid Crane & Partners, PLLC",973-575-0707
624 SINGING WATER DR,"Rockwall,  TX  75087",Rockwall,Jul 01 2025 at 11:00 AM local,25-000185-673,https://www.hubzu.com/property/91717232094-624-SINGING-WATER-DR-Rockwall-TX-75087,Hubzu.com,"Power Default Services, Inc.",866-960-8299
640 WOLF CREEK RD,"Pickens,  SC  29671",Pickens,Jul 07 2025 at 11:00 AM local,,https://www.hubzu.com/property/90117305373-640-WOLF-CREEK-RD-Pickens-SC-29671,Hubzu.com,Albertelli Law,803-828-0880
64734 CEDAR RD,"Wakarusa,  IN  46573",St Joseph,Jul 17 2025 at 10:00 AM local,15-23-01647,https://www.hubzu.com/property/90117301648-64734-CEDAR-RD-Wakarusa-IN-46573,Hubzu.com,"Codilis Law, LLC",219-736-5579
658 FOREST GLEN DR UNIT 658,"Valparaiso,  IN  46385",Porter,Jul 30 2025 at 10:00 AM local,110548F01,https://www.hubzu.com/property/90117321020-658-FOREST-GLEN-DR-UNIT-658-Valparaiso-IN-46385,Hubzu.com,Feiwell & Hannoy PC,317-237-2727
702 MONROE ST,"Walkerton,  IN  46574",St Joseph,Jul 17 2025 at 10:00 AM local,24-008414,https://www.hubzu.com/property/91716974920-702-MONROE-ST-Walkerton-IN-46574,Hubzu.com,Manley Deas & Kochalski LLC,614-220-5611
71 EVERGREEN DR,"East Longmeadow,  MA  01028",Hampden,Jul 10 2025 at 1:00 PM local,18-15609,https://www.hubzu.com/property/87916974789-71-EVERGREEN-DR-East-Longmeadow-MA-01028,Hubzu.com,Brock & Scott PLLC,844-856-6646
710 MAPLE DR,"Aurora,  MN  55705",Saint Louis,Jul 30 2025 at 10:00 AM local,,https://www.hubzu.com/property/91717244481-710-MAPLE-DR-Aurora-MN-55705,Hubzu.com,Halliday Watkins & Mann PC,801-355-2886
7426 W LONE CACTUS DR,"Glendale,  AZ  85308",Maricopa,Jul 09 2025 at 10:30 AM local,,https://www.hubzu.com/property/91717231922-7426-W-LONE-CACTUS-DR-Glendale-AZ-85308,Hubzu.com,"Western Progressive - Arizona, Inc.",866-960-8299
75 CHADWICK DR,"Rochester,  NY  14618",Monroe,Jul 22 2025 at 10:00 AM local,,https://www.hubzu.com/property/91716527703-75-CHADWICK-DR-Rochester-NY-14618,Hubzu.com,LOGS Legal Group LLP,585-247-9000
7718 NEW JERSEY AVE,"Kansas City,  KS  66112",Wyandotte,Jul 15 2025 at 10:00 AM local,,https://www.hubzu.com/property/91716770649-7718-NEW-JERSEY-AVE-Kansas-City-KS-66112,Hubzu.com,Millsap & Singer LLC,636-537-0110
7730 COFFEE ML,"San Antonio,  TX  78252",BEXAR,Jul 01 2025 at 1:00 PM local,25-000383-673,https://www.hubzu.com/property/91717279027-7730-COFFEE-ML-San-Antonio-TX-78252,Hubzu.com,"Power Default Services, Inc.",866-960-8299
78-6732 MAKENAWAI ST,"Kailua Kona,  HI  96740",Hawaii,Jul 01 2025 at 12:00 PM local,,https://www.hubzu.com/property/90117302383-78-6732-MAKENAWAI-ST-Kailua-Kona-HI-96740,Hubzu.com,The Mortgage Law Firm,619-465-8200
7903 INDEPENDENCE ST,"Merrillville,  IN  46410",Lake,Aug 01 2025 at 10:00 AM local,25-000390,https://www.hubzu.com/property/91717216095-7903-INDEPENDENCE-ST-Merrillville-IN-46410,Hubzu.com,Manley Deas & Kochalski LLC,614-220-5611
8 HORSESHOE DR,"Acton,  MA  01720",Middlesex,Jul 14 2025 at 1:00 PM local,24-13497,https://www.hubzu.com/property/87916965217-8-HORSESHOE-DR-Acton-MA-01720,Hubzu.com,Brock & Scott PLLC,844-856-6646
802 LINCOLN AVE,"Bedford,  IN  47421",Lawrence,Jul 08 2025 at 1:00 PM local,G280-49,https://www.hubzu.com/property/90117302390-802-LINCOLN-AVE-Bedford-IN-47421,Hubzu.com,"Doyle & Foutty, P.C.",317-264-5000
8131 W EVERGREEN  DR,"Frankfort,  IL  60423",Will,Jul 10 2025 at 12:00 PM local,24FC0375-0,https://www.hubzu.com/property/91716770690-8131-W-EVERGREEN-DR-Frankfort-IL-60423,Hubzu.com,Codilis & Associates PC,630-794-5300
8145 BLAKE BLVD,"Newburgh,  IN  47630",Warrick,Jul 10 2025 at 1:00 PM local,24-007357,https://www.hubzu.com/property/90117301661-8145-BLAKE-BLVD-Newburgh-IN-47630,Hubzu.com,Manley Deas & Kochalski LLC,614-220-5611
830 ROUTE 9,"Bayville,  NJ  08721",Ocean,Jul 08 2025 at 2:00 PM local,F-014524-23,https://www.hubzu.com/property/91716895876-830-ROUTE-9-Bayville-NJ-08721,Hubzu.com,"Robertson Anschutz Schneid Crane & Partners, PLLC",973-575-0707
86 SCRAPETOWN RD,"Pemberton,  NJ  08068",Burlington,Jul 24 2025 at 12:00 PM local,F-006090-24,https://www.hubzu.com/property/91716723800-86-SCRAPETOWN-RD-Pemberton-NJ-08068,Hubzu.com,"Robertson Anschutz Schneid Crane & Partners, PLLC",973-575-0707
87741 RENDEZVOUS LOOP,"Veneta,  OR  97487",LANE,Jul 31 2025 at 10:00 AM local,06302016,https://www.hubzu.com/property/91717007385-87741-RENDEZVOUS-LOOP-Veneta-OR-97487,Hubzu.com,Aldridge Pite LLP,858-750-7600
88 E 6TH AVE,"Pine Hill,  NJ  08021",Camden,Jul 02 2025 at 12:00 PM local,F-007546-24,https://www.hubzu.com/property/91716983797-88-E-6TH-AVE-Pine-Hill-NJ-08021,Hubzu.com,"Robertson Anschutz Schneid Crane & Partners, PLLC",973-575-0707
9012 WINDJAMMER DR,"Tega Cay,  SC  29708",York,Jul 07 2025 at 11:00 AM local,,https://www.hubzu.com/property/90117321010-9012-WINDJAMMER-DR-Tega-Cay-SC-29708,Hubzu.com,Bell Carrington & Price LLC,803-509-5078
9020 326TH AVE EAST,"Duette,  FL  34219",Manatee,Jul 16 2025 at 11:00 AM local,,https://www.hubzu.com/property/87916964967-9020-326TH-AVE-EAST-Duette-FL-34219,Hubzu.com,Lender Legal PLLC,407-999-0089
904 SAMARIA RD,"Springfield,  SC  29146",Orangeburg,Jul 07 2025 at 2:00 PM local,251103.00010,https://www.hubzu.com/property/90117321026-904-SAMARIA-RD-Springfield-SC-29146,Hubzu.com,"Scott and Corley, P.A.",803-252-3340
908 VIEW HARBOUR RD,"Knoxville,  TN  37934",KNOX,Jul 17 2025 at 12:00 PM local,22-000079-391-2,https://www.hubzu.com/property/91717127989-908-VIEW-HARBOUR-RD-Knoxville-TN-37934,Hubzu.com,"Mackie Wolf Zientz & Mann, P.C.",615-238-3630
914 E LAKE ST,"Griffith,  IN  46319",Lake,Jul 11 2025 at 10:00 AM local,,https://www.hubzu.com/property/87917065873-914-E-LAKE-ST-Griffith-IN-46319,Hubzu.com,Lender Legal PLLC,407-999-0089
930 KAHEKA ST APT 2704,"Honolulu,  HI  96814",Honolulu,Jul 02 2025 at 12:00 PM local,167095,https://www.hubzu.com/property/90117303512-930-KAHEKA-ST-APT-2704-Honolulu-HI-96814,Hubzu.com,The Mortgage Law Firm,619-465-8200
940 VERANDA WAY,"Florence,  SC  29501",Florence,Jul 01 2025 at 11:00 AM local,2025-CP-21-00581,https://www.hubzu.com/property/90117301653-940-VERANDA-WAY-Florence-SC-29501,Hubzu.com,Brock & Scott PLLC,844-856-6646
9543 TANGELO AVE,"Fontana,  CA  92335",San Bernardino,Jul 09 2025 at 1:00 PM local,2025-00114-CA,https://www.hubzu.com/property/91717216119-9543-TANGELO-AVE-Fontana-CA-92335,Hubzu.com,"Western Progressive Trustee, LLC",866-960-8299
9669 S CRANDON AVE,"Chicago,  IL  60617",Cook,Jul 14 2025 at 10:30 AM local,45-1040,https://www.hubzu.com/property/91716961627-9669-S-CRANDON-AVE-Chicago-IL-60617,Hubzu.com,Codilis & Associates PC,630-794-5300
9841 E GAMMA AVE,"Mesa,  AZ  85212",Maricopa,Jul 03 2025 at 10:30 AM local,,https://www.hubzu.com/property/91716869835-9841-E-GAMMA-AVE-Mesa-AZ-85212,Hubzu.com,"Western Progressive - Arizona, Inc.",866-960-8299
