Address,City,State,Postal,County,Date,Time,Case,URL,Source,Atty,Atty_Contact
328 WEST PENN STREET,BUTLER,PA, 16001,butler,07/18/2025,11:00 AM ET,2025-30043 (0),https://butler.pa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
210 AMERICAN AVENUE,BUTLER,PA, 16001,butler,07/18/2025,11:00 AM ET,2025-30063 (0),https://butler.pa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
1095 THREE DEGREE ROAD,BUTLER,PA, 16002,butler,07/18/2025,11:00 AM ET,2025-30029 (0),https://butler.pa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
104 TANGERINE TERRACE,CRANBERRY TOWNSHIP,PA, 16066,butler,07/18/2025,11:00 AM ET,2023-30141 (0),https://butler.pa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
607 CASSANDRA DRIVE,CRANBERRY TOWNSHIP,PA, 16066,butler,07/18/2025,11:00 AM ET,2024-30232 (0),https://butler.pa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
134 CAMERON SQUARE DRIVE,EVANS CITY,PA, 16033,butler,07/18/2025,11:00 AM ET,2024-30146 (0),https://butler.pa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
1250-1254 EVANS CITY ROAD,EVANS CITY,PA, 16033,butler,07/18/2025,11:00 AM ET,2025-30082 (0),https://butler.pa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
143 MESA DRIVE,FREEPORT,PA, 16229,butler,07/18/2025,11:00 AM ET,2025-30038 (0),https://butler.pa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
1957 Oneida Valley Rd,Karns City,PA, 16041,butler,07/18/2025,11:00 AM ET,2022-30069 (0),https://butler.pa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
4 GENEVA AVENUE,LYNDORA,PA, 16045,butler,07/18/2025,11:00 AM ET,2017-30192 (0),https://butler.pa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
110 CRATTY LANE,PARKER,PA, 16049,butler,07/18/2025,11:00 AM ET,2025-30051 (0),https://butler.pa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
103 TAYLOR STREET,PETROLIA,PA, 16050,butler,07/18/2025,11:00 AM ET,2025-30089 (0),https://butler.pa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
1663 PERRY HIGHWAY,PORTERSVILLE,PA, 16051,butler,07/18/2025,11:00 AM ET,2020-30071 (0),https://butler.pa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
111 OAK DRIVE,PROSPECT,PA, 16052,butler,07/18/2025,11:00 AM ET,2024-30145 (0),https://butler.pa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
107 KALTENBAUGH ROAD,RENFREW,PA, 16053,butler,07/18/2025,11:00 AM ET,2025-30018 (0),https://butler.pa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
707 DUNBURY COURT,SEVEN FIELDS,PA, 16046,butler,07/18/2025,11:00 AM ET,2025-30092 (0),https://butler.pa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
140 STAFF ROAD,SLIPPERY ROCK,PA, 16057,butler,07/18/2025,11:00 AM ET,2023-30027 (0),https://butler.pa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
603 BRANCHTON ROAD,SLIPPERY ROCK,PA, 16057,butler,07/18/2025,11:00 AM ET,2025-30006 (0),https://butler.pa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
119 GLACIAL TILL ROAD,SLIPPERY ROCK,PA, 16057,butler,07/18/2025,11:00 AM ET,2025-30087 (0),https://butler.pa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
127 NORTH DR,VALENCIA,PA, 16059,butler,07/18/2025,11:00 AM ET,2025-30046 (0),https://butler.pa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
165 OAKDALE DRIVE,ZELIENOPLE,PA, 16063,butler,07/18/2025,11:00 AM ET,2025-30062 (0),https://butler.pa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
13516 SANTA ROSA AVENUE,PORT CHARLOTTE,FL,  33981,charlotte,07/07/2025,11:00 AM ET,25000097CA,https://charlotte.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/07/2025,Realforeclose.com,,
111 SE 3 AVE,DANIA BEACH,FL, 33004,broward,07/02/2025,10:00 AM ET,CACE-24-009658,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
14443 JOCKEY CIR S,DAVIE,FL, 33330,broward,07/02/2025,10:00 AM ET,CACE-24-006278,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
880 NE 49 ST,DEERFIELD BEACH,FL, 33064,broward,07/02/2025,10:00 AM ET,CACE-24-018313,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
2900 NE 30 ST,FORT LAUDERDALE,FL, 33306,broward,07/02/2025,10:00 AM ET,CACE-24-004921,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
1237 NW 17 ST,FORT LAUDERDALE,FL, 33311,broward,07/02/2025,10:00 AM ET,CACE-24-014852,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
17115 BAY ST,JUPITER,PA,  33477,palmbeach,07/02/2025,10:00 AM ET,502024CC006614XXXAMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
315 CAPE COD CIR B,LAKE WORTH,PA,  33467,palmbeach,07/02/2025,10:00 AM ET,502024CA004628XXXAMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
2709 KRISTI CT,MIDDLEBURG ,FL,  32068,clay,07/02/2025,10:00 AM ET,2022CA000861,https://clay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
19411 N US HWY 301,CITRA,FL,  32113,marion,07/02/2025,11:00 AM ET,422024CA002308CAAXMX,https://marion.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
392 MARKHAM R,DEERFIELD BEACH,FL, 33442,broward,07/03/2025,10:00 AM ET,CACE-24-010835,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/03/2025,Realforeclose.com,,
1610 NW 16 CT,FORT LAUDERDALE,FL, 33311,broward,07/03/2025,10:00 AM ET,CACE-24-008374,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/03/2025,Realforeclose.com,,
3182 MCKINLEY ST,HOLLYWOOD,FL, 33021,broward,07/03/2025,10:00 AM ET,CACE-24-014912,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/03/2025,Realforeclose.com,,
131 NW 187 AVE,PEMBROKE PINES,FL, 33029,broward,07/03/2025,10:00 AM ET,CACE-24-000210,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/03/2025,Realforeclose.com,,
9330 NW 53 CT,SUNRISE,FL, 33351,broward,07/03/2025,10:00 AM ET,CACE-24-002942,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/03/2025,Realforeclose.com,,
4965 E SABAL PALM BLVD,TAMARAC,FL, 33319,broward,07/03/2025,10:00 AM ET,CACE-22-011916,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/03/2025,Realforeclose.com,,
2400 BIMINI DR,WEST PALM BEACH,PA,  33406,palmbeach,07/03/2025,10:00 AM ET,502024CA005405XXXAMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/03/2025,Realforeclose.com,,
933 SE 2ND ST,BELLE GLADE,PA,  33430,palmbeach,07/07/2025,10:00 AM ET,502024CA005531XXXAMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/07/2025,Realforeclose.com,,
9638 RICHMOND CIR,BOCA RATON,PA,  33434,palmbeach,07/07/2025,10:00 AM ET,502023CA011321XXXXMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/07/2025,Realforeclose.com,,
8402 LOGIA CIR,BOYNTON BEACH,PA,  33472,palmbeach,07/07/2025,10:00 AM ET,502024CA004061XXXAMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/07/2025,Realforeclose.com,,
7688 TRAPANI LN,BOYNTON BEACH,PA,  33472,palmbeach,07/07/2025,10:00 AM ET,502024CA007799XXXAMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/07/2025,Realforeclose.com,,
996 NW 29TH AVE B,DELRAY BEACH,PA,  33445,palmbeach,07/07/2025,10:00 AM ET,502024CC019363XXXAMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/07/2025,Realforeclose.com,,
6222 POINTE REGAL CIR,DELRAY BEACH,PA,  33484,palmbeach,07/07/2025,10:00 AM ET,502023CA013819XXXAMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/07/2025,Realforeclose.com,,
13749 FLORA PL A,DELRAY BEACH,PA,  33484,palmbeach,07/07/2025,10:00 AM ET,502024CA002793XXXAMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/07/2025,Realforeclose.com,,
103 MULLIGAN PL,JUPITER,PA,  33458,palmbeach,07/07/2025,10:00 AM ET,502024CA012064XXXAMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/07/2025,Realforeclose.com,,
100 NORWOOD RD,JUPITER,PA,  33469,palmbeach,07/07/2025,10:00 AM ET,502023CA013536XXXAMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/07/2025,Realforeclose.com,,
740 DUCHESS CT,PALM BEACH GARDENS,PA,  33410,palmbeach,07/07/2025,10:00 AM ET,502024CA001872XXXAMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/07/2025,Realforeclose.com,,
12351 PERSIMMON BLVD,WEST PALM BEACH,PA,  33411,palmbeach,07/07/2025,10:00 AM ET,502022CA004210XXXXMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/07/2025,Realforeclose.com,,
9593 HARBOUR LAKE CIR,BOYNTON BEACH,PA,  33437,palmbeach,07/08/2025,10:00 AM ET,502024CA010061XXXAMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
5200 WHISPER DR,CORAL SPRINGS,FL, 33067,broward,07/08/2025,10:00 AM ET,CACE-22-012132,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
4301 SW 52 ST,DANIA BEACH,FL, 33314,broward,07/08/2025,10:00 AM ET,CACE-22-007650,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
3740 SW 59 TER,DAVIE,FL, 33314,broward,07/08/2025,10:00 AM ET,CACE-24-014237,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
4176 NW 5 DR,DEERFIELD BEACH,FL, 33442,broward,07/08/2025,10:00 AM ET,CACE-24-017739,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
500 THREE ISLANDS BLVD,HALLANDALE BEACH,FL, 33009,broward,07/08/2025,10:00 AM ET,CACE-25-001564,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
3940 NW 42 AVE,LAUDERDALE LAKES,FL, 33319,broward,07/08/2025,10:00 AM ET,CACE-24-013206,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
2341 NW 47 AVE,LAUDERHILL,FL, 33313,broward,07/08/2025,10:00 AM ET,CACE-24-010101,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
4174 INVERRARY DR,LAUDERHILL,FL, 33319,broward,07/08/2025,10:00 AM ET,CACE-24-018581,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
480 NW 76 AVE,MARGATE,FL, 33063,broward,07/08/2025,10:00 AM ET,CACE-24-001995,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
2801 SW 68 AVE,MIRAMAR,FL, 33023,broward,07/08/2025,10:00 AM ET,CACE-24-011343,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
156 DOULGLAS RD WEST # D,OLDSMAR,FL,  34677,pinellas,07/08/2025,10:00 AM ET,522016CA003715XXCICI,https://pinellas.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
630 SW 71 AVE,PEMBROKE PINES,FL, 33023,broward,07/08/2025,10:00 AM ET,CACE-25-000557,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
1771 NW 82 AVE,PEMBROKE PINES,FL, 33024,broward,07/08/2025,10:00 AM ET,CACE-19-020410,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
5901 NW 56 PL,TAMARAC,FL, 33319,broward,07/08/2025,10:00 AM ET,CACE-18-017903,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
4716 NW 48 AVE,TAMARAC,FL, 33319,broward,07/08/2025,10:00 AM ET,CACE-24-002806,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
9731 W MCNAB RD,TAMARAC,FL, 33321,broward,07/08/2025,10:00 AM ET,CACE-24-002589,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
10909 W CLAIRMONT CIR,TAMARAC,FL, 33321,broward,07/08/2025,10:00 AM ET,CACE-24-008311,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
1227 HYACINTH PL,WELLINGTON,PA,  33414,palmbeach,07/08/2025,10:00 AM ET,502023CA009250XXXXMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
2575 IROQUOIS CIR,WEST PALM BEACH,PA,  33409,palmbeach,07/08/2025,10:00 AM ET,502024CA006472XXXAMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
16682 ROYAL POINCIANA DR,WESTON,FL, 33326,broward,07/08/2025,10:00 AM ET,CACE-17-021646,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
1305 S CLARCONA RD,APOPKA,FL, 32703,myorangeclerk,07/08/2025,11:00 AM ET,2019-CA-010824-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
782 E SHIPWATCH DR,JACKSONVILLE,FL,  32225,duval,07/08/2025,11:00 AM ET,16-2024-CC-019982-AXXX-MA,https://duval.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
22882 MARKHAM WAY,BOCA RATON,PA,  33428,palmbeach,07/09/2025,10:00 AM ET,502023CA016477XXXAMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
9130 LIVORNO ST,BOYNTON BEACH,PA,  33472,palmbeach,07/09/2025,10:00 AM ET,502024CA002233XXXAMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
619 E SHERIDAN ST,DANIA BEACH,FL, 33004,broward,07/09/2025,10:00 AM ET,CACE-13-016927,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
5770 SW 38 CT,DAVIE,FL, 33314,broward,07/09/2025,10:00 AM ET,CACE-24-007420,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
9549 NEW WATERFORD CV,DELRAY BEACH,PA,  33446,palmbeach,07/09/2025,10:00 AM ET,502022CA011596XXXXMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
433 NE 11 AVE,FORT LAUDERDALE,FL, 33301,broward,07/09/2025,10:00 AM ET,CACE-23-018194,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
416 HARRISON ST,GREEN COVE SPRINGS,FL,  32043,clay,07/09/2025,10:00 AM ET,2023CA001203,https://clay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
1000 PARKVIEW DR,HALLANDALE BEACH,FL, 33009,broward,07/09/2025,10:00 AM ET,CACE-22-013310,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
214 NE 10 AVE,HALLANDALE BEACH,FL, 33009,broward,07/09/2025,10:00 AM ET,CACE-25-001472,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
4631 W PARK RD,HOLLYWOOD,FL, 33021,broward,07/09/2025,10:00 AM ET,CACE-23-000074,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
2520 N 38 AVE,HOLLYWOOD,FL, 33021,broward,07/09/2025,10:00 AM ET,CACE-24-013281,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
2841 N 66 AVE,HOLLYWOOD,FL, 33024,broward,07/09/2025,10:00 AM ET,CACE-24-007779,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
4751 NW 21 ST,LAUDERHILL,FL, 33313,broward,07/09/2025,10:00 AM ET,CACE-24-014865,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
7612 SHALIMAR ST,MIRAMAR,FL, 33023,broward,07/09/2025,10:00 AM ET,CACE-18-017205,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
20 YACHT CLUB DR 403,NORTH PALM BEACH,PA,  33408,palmbeach,07/09/2025,10:00 AM ET,502024CA006484XXXAMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
7541 NW 7 ST,PLANTATION,FL, 33317,broward,07/09/2025,10:00 AM ET,CACE-24-008397,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
2027 PARK STREET NORTH,SAINT PETERSBURG,FL,  33710,pinellas,07/09/2025,10:00 AM ET,522023CA009126XXCICI,https://pinellas.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
2120 NW 82 TER,SUNRISE,FL, 33322,broward,07/09/2025,10:00 AM ET,CACE-24-012173,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
5518 PARK CIR W,WEST PALM BEACH,PA,  33405,palmbeach,07/09/2025,10:00 AM ET,502021CA012804XXXXMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
1065 NANDINA DR,WESTON,FL, 33327,broward,07/09/2025,10:00 AM ET,CACE-22-002853,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
2436 SAND GABLES TRL,BRADENTON,FL,  34208,manatee,07/09/2025,11:00 AM ET,412023CA004897CAAXMA,https://manatee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
13206 TYRONE ST,HUDSON,PA, 34667,pasco,07/09/2025,11:00 AM ET,51-2024-CA-003252-CAAX-WS,https://pasco.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
2408 MAYER ST,ORLANDO,FL, 32806,myorangeclerk,07/09/2025,11:00 AM ET,2018-CA-007877-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
1580 GENIE ST,ORLANDO,FL, 32828,myorangeclerk,07/09/2025,11:00 AM ET,2021-CC-005921-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
14501 GROVE RESORT AVENUE # 25,WINTER GARDEN,FL, 34787,myorangeclerk,07/09/2025,11:00 AM ET,2024-CA-009802-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
28700 MEGAN DR,BONITA SPRINGS,FL,  34135,lee,07/10/2025,09:00 AM ET,22-CA-003836,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
1067 DANPARK LOOP,FORT MYERS,FL,  33912,lee,07/10/2025,09:00 AM ET,20-CA-005572,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
119 SE 10TH AVE,BOYNTON BEACH,PA,  33435,palmbeach,07/10/2025,10:00 AM ET,502024CA003719XXXAMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
11696 NW 20 DR,CORAL SPRINGS,FL, 33071,broward,07/10/2025,10:00 AM ET,CACE-25-004709,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
753 SW 2 ST,DANIA BEACH,FL, 33004,broward,07/10/2025,10:00 AM ET,CACE-23-021610,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
3777 NW 78 AVE,DAVIE,FL, 33024,broward,07/10/2025,10:00 AM ET,CACE-23-021438,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
15752 SW 15 ST,DAVIE,FL, 33326,broward,07/10/2025,10:00 AM ET,CACE-24-018387,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
4010 NE 6 AVE,DEERFIELD BEACH,FL, 33064,broward,07/10/2025,10:00 AM ET,CACE-24-009740,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
1713 NW 13 CT,FORT LAUDERDALE,FL, 33311,broward,07/10/2025,10:00 AM ET,CACE-22-001250,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
3707 SW 50 CT,FORT LAUDERDALE,FL, 33312,broward,07/10/2025,10:00 AM ET,CACE-20-013813,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
