Address,City,State,Postal,County,Date,Time,Case,URL,Source,Atty,Atty_Contact
1451 29Th Ave,Oakland,CA,94601, Alameda ,2025-07-24 00:00:00,9:00 am,125226-CA,https://www.auction.com/details/1451-29th-ave-oakland-ca-1772159,Auction.com,Aldridge Pite LLP,(858) 750-7777
14516 Van Buren St,Dolton,IL,60419, Cook ,2025-07-29 00:00:00,,2024 CH 06593,https://www.auction.com/details/14516-van-buren-st-dolton-il-1789396,Auction.com,"Potestivo And Associates, PC",
14519 Crested Plume Dr,Winter Garden,FL, 3478,My Orange Clerk,07/23/2025,11:00 AM ET,2023-CA-002395-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
1452 E 34Th St,Erie,PA,16504, Erie ,2025-07-18 00:00:00,,24-177581,https://www.auction.com/details/1452-e-34th-st-erie-pa-1731747,Auction.com,"Ras Citron, LLC",
14528 Kolin Ave,Midlothian,IL,60445, Cook ,2025-08-01 00:00:00,,,https://www.auction.com/details/14528-kolin-ave-midlothian-il-1779961,Auction.com,"Heavner, Beyers & Mihlar, LLC",(217) 422-1719
14542 Shadow Wood Ln,Delray Beach,PA,  334,Palmbeach,08/07/2025,10:00 AM ET,502024CA006341XXXAMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/07/2025,Realforeclose.com,,
1455 Bradley Ave,Camden,NJ,08103, Camden ,2025-08-06 00:00:00,12:00 pm,,https://www.auction.com/details/1455-bradley-ave-camden-nj-1792121,Auction.com,Logs Legal Group LLP,(856) 793-3080
14555 Singing Trees Ln,Unincorporated Area,CA,96022, Shasta ,2025-07-21 00:00:00,11:00 am,24-67973,https://www.auction.com/details/14555-singing-trees-ln-cottonwood-ca-1767805,Auction.com,"Zbs Law, LLP",(714) 848-7920
1456 Atlantic Breeze Way,Ponte Vedra Beach,FL,  320,Saintjohns,07/17/2025,12:00 PM ET,CA24-0980,https://saintjohns.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,,
1456 Mountain Meadows Rd,Naples,ID,83847, Boundary ,2025-07-10 00:00:00,2:00 pm,ID-24-1004623...,https://www.auction.com/details/1456-mountain-meadows-rd-naples-id-1776826,Auction.com,"Mccarthy & Holthus, LLP",
146 Arch St,Browns Mills,NJ,08015, Burlington ,2025-07-24 00:00:00,12:00 pm,,https://www.auction.com/details/146-arch-st-browns-mills-nj-1787121,Auction.com,"Mccabe, Weisberg And Conway, LLC",
146 Red Bird Rd,Louisville,KY,40229,Bullitt,2025-07-29 00:00:00,09:00AM,,https://www.xome.com/auctions/146-Red-Bird-Rd-Louisville-KY-40229-406804538,Xome.com,"Reisenfeld & Associates, LLC",513-322-7000
146 Spruce Dr Nw,North Canton ,OH, 4472,Stark,07/14/2025,10:00 AM ET,2022CV00350 (0),https://stark.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/14/2025,Realforeclose.com,,
1460 Cherokee Rd,Florence,SC,29501,Florence,2025-08-05 00:00:00, 11:00 AM ,,https://www.hubzu.com/property/90117302387-1460-CHEROKEE-RD-Florence-SC-29501,Hubzu.com,"Robertson Anschutz Schneid Crane & Partners, PLLC",470-321-7112
1460 Pamela Ln,La Habra,CA,90631, Orange ,2025-08-04 00:00:00,9:00 am,CA-22-949385-...,https://www.auction.com/details/1460-pamela-ln-la-habra-ca-1775151,Auction.com,Quality Loan Service Corporation,(866) 645-7711
1460 W 8Th St,St Johns,AZ,85936, Apache ,2025-07-24 00:00:00,11:00 am,25-001672,https://www.auction.com/details/1460-w-8th-n-saint-johns-az-1777549,Auction.com,America West Lender Services,(844) 693-4761
1461 Henderson Hwy,Breaux Bridge,LA,70517,St.Martin,2025-07-09 00:00:00,10:00AM,,https://www.xome.com/auctions/1461-Henderson-Hwy-Breaux-Bridge-LA-70517-407537335,Xome.com,"The Law Offices Of Herschel C. Adcock, Jr., L.L.C.",225-756-0373
14610 Astina Way,Orlando,FL, 3283,My Orange Clerk,08/06/2025,11:00 AM ET,2024-CA-007649-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/06/2025,Realforeclose.com,,
14610 Madison Pl,Davie,FL, 3332,Broward,07/29/2025,10:00 AM ET,CACE-24-010148,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/29/2025,Realforeclose.com,,
14621 Nw 122Nd Ter,Alachua,FL,  326,Alachua,07/17/2025,11:00 AM ET,01 2024 CA 001481,https://alachua.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,,
1464 M 40,Gobles,MI,49055, Van Buren ,2025-07-31 00:00:00,,,https://www.auction.com/details/01464-m-40-gobles-mi-1786711,Auction.com,"Trott And Trott, P.C.",(248) 642-2515
14640 Hoerning Ave,Warren,MI,48088, Macomb ,2025-07-25 00:00:00,,524338F01,https://www.auction.com/details/14640-hoerning-ave-warren-mi-1783902,Auction.com,"Trott And Trott, P.C.",(248) 642-2515
14645 Rockbridge Ave,El Paso,TX,79938,Elpaso,2025-08-05 00:00:00,10:00AM,,https://www.xome.com/auctions/14645-Rockbridge-Ave-El-Paso-TX-79938-407544253,Xome.com,"Nestor Solutions, LLC",888-403-4115
1465 Jasmine Trl,Sevierville,TN,37862, Sevier ,2025-07-24 00:00:00,2:00 pm,2024-10456-TN,https://www.auction.com/details/1465-jasmine-trl-sevierville-tn-1728765,Auction.com,"Nestor Solutions, LLC",(888) 403-4115
1465 Laffer Ave,Akron ,OH, 4430,Summit,08/08/2025,10:00 AM ET,CV2024020561 (9466),https://summit.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/08/2025,Realforeclose.com,,
14670 Nlawn,Detroit,MI,48238, Wayne ,2025-07-24 00:00:00,,,https://www.auction.com/details/14670-northlawn-st-detroit-mi-1783859,Auction.com,"Trott And Trott, P.C.",(248) 642-2515
147 06 120Th Ave,Jamaica,NY,11436, Queens ,2025-07-25 00:00:00,10:00 am,SH01-54687,https://www.auction.com/details/14706-120th-ave-jamaica-ny-1759544,Auction.com,Davidson Fink LLP,(585) 546-6448
147 English Ct,Bushkill,PA,18324, Pike ,2025-07-16 00:00:00,,,https://www.auction.com/details/147-english-ct-bushkill-pa-1786982,Auction.com,"Mccabe, Weisberg And Conway, LLC",
147 Frogmore Dr,Ruston,LA,71270, Lincoln ,2025-07-16 00:00:00,,,https://www.auction.com/details/147-frogmore-dr-ruston-la-1767769,Auction.com,"Dean Morris, L.L.C.",(318) 338-1440
147 Seeley Ave,Keansburg,NJ,07734, Monmouth ,2025-07-21 00:00:00,1:00 pm,,https://www.auction.com/details/147-seeley-ave-keansburg-nj-1761958,Auction.com,Logs Legal Group LLP,(856) 793-3080
147 Tamarack Ave,Morton,IL,61550, Tazewell ,2025-07-22 00:00:00,,IL 22 0026,https://www.auction.com/details/147-tamarack-ave-morton-il-1771628,Auction.com,"Johnson, Blumberg & Associates, LLC",(312) 541-9710
1470 Royce St,Brooklyn,NY,11234, Kings ,2025-07-31 00:00:00,2:30 pm,16-186054,https://www.auction.com/details/1470-royce-st-brooklyn-ny-1766424,Auction.com,"Robertson, Anschutz, Schneid, Crane & Partners, PLLC",(516) 280-7675
14703 Huntmont Dr,Cypress,TX,77429,Harris,2025-08-05 00:00:00,10:00AM,,https://www.xome.com/auctions/14703-Huntmont-Dr-Cypress-TX-77429-407099941,Xome.com,"Vylla Solutions, LLC",949-517-6400
14709 28Th Ave Ne,Shoreline,WA,98155, King ,2025-08-08 00:00:00,9:00 am,24-71421,https://www.auction.com/details/14709-28th-ave-ne-shoreline-wa-1767274,Auction.com,"North Star Trustee, LLC",(206) 866-5345
1471 Brechbill Rd,Chambersburg,PA,17202, Franklin ,2025-07-11 00:00:00,,,https://www.auction.com/details/1471-brechbill-rd-chambersburg-pa-1686070,Auction.com,"Leopold And Associates, PLLC",(914) 219-5787
1471 Peach St,Apopka,FL,32703, Orange ,2025-07-14 00:00:00,,2024-CA-00759...,https://www.auction.com/details/1471-peach-st-apopka-fl-1780832,Auction.com,"Exl Legal, PLLC",(727) 536-4911
14710 Kenton Ave,Midlothian,IL,60445, Cook ,2025-07-22 00:00:00,,,https://www.auction.com/details/14710-kenton-ave-midlothian-il-1775923,Auction.com,"Mccalla Raymer Leibert Pierce, LLC",(312) 346-9088
14715 W Mary Ct,Surprise,AZ,85374, Maricopa ,2025-07-17 00:00:00,10:00 am,24-72095,https://www.auction.com/details/14715-w-mary-ct-surprise-az-1739522,Auction.com,"Zbs Law, LLP",(602) 282-6188
14721 Weeping Willow Ln,Fontana,CA,92337, San Bernardino ,2025-07-22 00:00:00,9:00 am,24-71541,https://www.auction.com/details/14721-weeping-willow-ln-fontana-ca-1784992,Auction.com,"Zbs Law, LLP",(714) 848-7920
1473 Graham Cir,Erie,CO,80516, Boulder ,2025-07-30 00:00:00,,CO-24-991935-...,https://www.auction.com/details/1473-graham-cir-erie-co-1789337,Auction.com,"Mccarthy & Holthus, LLP",
14730 Florita Rd,La Mirada,CA,90638, Los Angeles ,2025-07-10 00:00:00,9:00 am,19-56715,https://www.auction.com/details/14730-florita-rd-la-mirada-ca-1739430,Auction.com,"Zbs Law, LLP",(714) 848-7920
14730 Timber Lake Dr,Strongsville ,OH, 4413,Cuyahoga,07/14/2025,09:00 AM ET,CV20929143 (51796),https://cuyahoga.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/14/2025,Realforeclose.com,,
14737 Dogwood Park Ln,Haymarket,VA,20169, Prince William ,2025-07-17 00:00:00,4:15 pm,25-002117,https://www.auction.com/details/14737-dogwood-park-ln-haymarket-va-1731100,Auction.com,Orlans PC,
1474 E 175Th St,Cleveland ,OH, 4411,Cuyahoga,07/28/2025,09:00 AM ET,CV24991271 (51732),https://cuyahoga.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
14750101St St,Fellsmere,FL,  329,Indian-River,07/25/2025,10:00 AM ET,2024 CA 000298,https://indian-river.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/25/2025,Realforeclose.com,,
14757 Woodmont Ave,Detroit,MI,48227, Wayne ,2025-07-31 00:00:00,,,https://www.auction.com/details/14757-woodmont-ave-detroit-mi-1789922,Auction.com,"Trott And Trott, P.C.",(248) 642-2515
1477 Bitterberry Dr,Orange Park,FL,  320,Clay,07/24/2025,10:00 AM ET,2024CA000695,https://clay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,Kelley Kronenberg,(954) 370-9970
14798 Hartford Run Dr,Orlando,FL, 3282,My Orange Clerk,07/09/2025,11:00 AM ET,2024-CA-002825-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
148 Bell Ave,Elyria,OH,44035, Lorain ,2025-07-09 00:00:00,,,https://www.auction.com/details/148-bell-ave-elyria-oh-1772734,Auction.com,Manley Deas Kochalski LLC.,(614) 220-5611
148 Cresent Hill Dr,Selma,AL,36701, Dallas ,2025-07-15 00:00:00,11:00 am,24-024298-FC0...,https://www.auction.com/details/148-cresent-hl-dr-selma-al-1760369,Auction.com,Logs Legal Group LLP,(405) 848-1819
148 Lajaunie Ct,Morgan City,LA,70380, Assumption ,2025-07-09 00:00:00,,,https://www.auction.com/details/148-lajaunie-ct-morgan-city-la-1758465,Auction.com,"Jackson And Mcpherson, LLC",
148 Ne 57 St,Miami,FL,  331,Miamidade,07/14/2025,09:00 AM ET,2023-026632-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/14/2025,Realforeclose.com,,
1480 Ne 131 St 105,North Miami,FL,  331,Miamidade,07/30/2025,09:00 AM ET,2024-002478-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,,
1480 Sanders St,Lincoln,CA,95648, Placer ,2025-08-05 00:00:00,1:00 pm,CA05000349-24,https://www.auction.com/details/1480-sanders-st-lincoln-ca-1779522,Auction.com,Trustee Corps,(949) 252-8300
1480 Vicksburg Dr,El Cajon,CA,92021, San Diego ,2025-07-25 00:00:00,9:00 am,132928-CA,https://www.auction.com/details/1480-vicksburg-dr-el-cajon-ca-1764195,Auction.com,Aldridge Pite LLP,(858) 750-7777
14804 Quentin Av S,Savage,MN,55378, Scott ,2025-07-22 00:00:00,,056566-F1,https://www.auction.com/details/14804-quentin-ave-s-savage-mn-1768093,Auction.com,"Wilford, Geske And Cook, P.A.",(651) 209-3300
14808 S Turlington Ave,Harvey,IL,60426, Cook ,2025-08-06 00:00:00,12:00 pm,22CH08905,https://www.auction.com/details/14808-turlington-ave-harvey-il-1785581,Auction.com,"Heavner, Beyers & Mihlar, LLC",(217) 422-1719
14812 Artesian St,Detroit,MI,48223, Wayne ,2025-07-17 00:00:00,,25-001592-1,https://www.auction.com/details/14812-artesian-st-detroit-mi-1789741,Auction.com,Schneiderman & Sherman PC,(248) 539-7400
14812 Ne Rose Pkwy,Portland,OR,97230, Multnomah ,2025-07-29 00:00:00,1:00 pm,OR05000009-25,https://www.auction.com/details/14812-ne-rose-pkwy-portland-or-1701057,Auction.com,Trustee Corps,(949) 252-8300
14820 Turner Ave,Midlothian,IL,60445, Cook ,2025-07-18 00:00:00,,19 CH 08313,https://www.auction.com/details/14820-turner-ave-midlothian-il-1767413,Auction.com,"Mccalla Raymer Leibert Pierce, LLC",(312) 346-9088
14837 Blue Stream Ave,Bakersfield,CA,93314, Kern ,2025-07-28 00:00:00,10:00 am,24-03295-LC-C...,https://www.auction.com/details/14837-blue-stream-ave-bakersfield-ca-1774510,Auction.com,National Default Servicing Corporation,(602) 264-6101
1484 Ne 57 Pl,Fort Lauderdale,FL, 3333,Broward,07/10/2025,10:00 AM ET,CACE-24-008788,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
1485 Camino Peral,Moraga,CA,94556, Contra Costa ,2025-08-05 00:00:00,9:00 am,CA-24-994930-...,https://www.auction.com/details/1485-camino-peral-moraga-ca-1780981,Auction.com,Quality Loan Service Corporation,(866) 645-7711
14855 Sterling Oaks Dr,Naples,FL,34110, Collier ,2025-07-17 00:00:00,11:00 am,,https://www.auction.com/details/14855-sterling-oaks-dr-naples-fl-1762043,Auction.com,Padgett Law Group,
1486 Kelleys Close,Stone Mountain,GA,30088, Dekalb ,2025-08-05 00:00:00,10:00 am,1017-7416A,https://www.auction.com/details/1486-kelleys-close-stone-mountain-ga-1782888,Auction.com,Aldridge Pite LLP,(877) 319-8840
1488 Fieldview Dr,Jacksonville,FL,  322,Duval,07/15/2025,11:00 AM ET,16-2022-CA-006586-XXXX-MA,https://duval.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/15/2025,Realforeclose.com,,
149 G 18 Rd,Carney,MI,49812, Menominee ,2025-07-11 00:00:00,,25-001586-1,https://www.auction.com/details/149-g-18-rd-carney-mi-1770254,Auction.com,Schneiderman & Sherman PC,(248) 539-7400
149 Harding Highway,Pittsgrove,NJ,08318, Salem ,2025-07-14 00:00:00,2:00 pm,24-19748-FC01,https://www.auction.com/details/149-harding-hwy-pittsgrove-nj-1773284,Auction.com,Brock & Scott PLLC,(844) 856-6646
1490 W 51St,Los Angeles,CA,90062, Los Angeles ,2025-07-24 00:00:00,9:00 am,24-71573,https://www.auction.com/details/1490-w-51st-st-los-angeles-ca-1771134,Auction.com,"Zbs Law, LLP",(714) 848-7920
14905 Dahlia Dr,Bowie,MD,20721, Prince George'S ,2025-07-22 00:00:00,,,https://www.auction.com/details/14905-dahlia-dr-bowie-md-1782639,Auction.com,Ltx Law Group,(410) 238-2840
1491 Chase Ct,Buffalo Grove,IL,60089, Lake ,2025-07-22 00:00:00,,22 FC 0000021...,https://www.auction.com/details/1491-chase-ct-buffalo-grove-il-1771027,Auction.com,"Mccalla Raymer Leibert Pierce, LLC",(312) 346-9088
1491 N Fowler Ave,Ogden,UT,84404,Weber,2025-07-22 00:00:00,11:00AM,,https://www.xome.com/auctions/1491-N-Fowler-Ave-Ogden-UT-84404-407540910,Xome.com,"Halliday, Watkins & Mann, P.C.",801-355-2886
14911 Ne 45Th Dr,Marysville,WA,98271, Snohomish ,2025-07-11 00:00:00,9:00 am,WA-24-998719-...,https://www.auction.com/details/14911-45th-dr-ne-marysville-wa-1786031,Auction.com,"Mccarthy & Holthus, LLP",
14919 Ngreen Dr,Huntersville,NC,28078, Cabarrus ,2025-07-21 00:00:00,1:00 pm,24-10687,https://www.auction.com/details/14919-northgreen-dr-huntersville-nc-1758211,Auction.com,Brock And Scott PLLC,(844) 856-6646
14935 W Buttonwood Dr,Sun City West,AZ,85375, Maricopa ,2025-07-31 00:00:00,10:00 am,AZ-25-1013068...,https://www.auction.com/details/14935-w-buttonwood-dr-sun-city-west-az-1739877,Auction.com,Quality Loan Service Corporation,(866) 645-7711
1495 Juniper Springs Trl,Loganville,GA,30052,Gwinnett,2025-08-05 00:00:00,10:00AM,,https://www.xome.com/auctions/1495-Juniper-Springs-Trl-Loganville-GA-30052-407680483,Xome.com,"Nestor Solutions, LLC",888-403-4115
1495 Npark Dr,Weston,FL, 3332,Broward,07/30/2025,10:00 AM ET,CACE-24-001352,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,,
14952 Cobalt Steet,Sylmar,CA,91342, Los Angeles ,2025-07-10 00:00:00,9:00 am,22-7441,https://www.auction.com/details/14952-cobalt-st-sylmar-ca-1761246,Auction.com,Ghidotti Berger LLP,(949) 427-2010
14958 W Dahlia Dr,Surprise,AZ,85379,Maricopa,2025-07-10 00:00:00,12:00PM,,https://www.xome.com/auctions/14958-W-Dahlia-Dr-Surprise-AZ-85379-404854569,Xome.com,"Nestor Solutions, LLC",888-403-4115
1498 Jefferson Ave 208,Miami Beach,FL,  331,Miamidade,07/28/2025,09:00 AM ET,2024-005594-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
14984 Canyon 2,Guerneville,CA,95446, Sonoma ,2025-07-30 00:00:00,10:00 am,2024-10524-GS...,https://www.auction.com/details/14984-canyon-2-rd-guerneville-ca-1779654,Auction.com,"Nestor Solutions, LLC",(888) 403-4115
1499 Old Schuylkill Rd,Spring City,PA,19475, Chester ,2025-07-17 00:00:00,,42776,https://www.auction.com/details/1499-old-schuylkill-rd-spring-city-pa-1746109,Auction.com,"Mccabe, Weisberg And Conway, LLC",
15 1391 18Th Ave,Keaau,HI,96749, Hawaii ,2025-07-21 00:00:00,,3-1-5-044-097...,https://www.auction.com/details/15-1391-18-ave-keaau-hi-1783762,Auction.com,"The Mortgage Law Firm Dba Tmlf Hawaii, LLLC",(619) 465-8200
15 2807 Moano St,Pahoa,HI,96778, Hawaii ,2025-07-30 00:00:00,,,https://www.auction.com/details/15-2807-moano-st-pahoa-hi-1782244,Auction.com,"The Mortgage Law Firm Dba Tmlf Hawaii, LLLC",(619) 465-8200
15 346 Kahakai Blvd,Pahoa,HI,96778, Hawaii ,2025-07-10 00:00:00,,,https://www.auction.com/details/15-346-kahakai-blvd-pahoa-hi-1765312,Auction.com,Aldridge Pite LLP,(858) 750-7600
15 Amy Ct Unit 143,Staten Island,NY,10314,Richmond,2025-07-24 00:00:00,10:00AM,,https://www.xome.com/auctions/15-Amy-Ct-Unit-143-Staten-Island-NY-10314-406331307,Xome.com,Logs Legal Group LLP,585-247-9000
15 Baneberry Dr,Cranston,RI,02921, Providence ,2025-07-17 00:00:00,1:00 pm,21-037997-FC0...,https://www.auction.com/details/15-baneberry-dr-cranston-ri-1755892,Auction.com,"Korde And Associates, P.C.",(978) 256-1500
15 Bradford Ct,Dearborn,MI,48126, Wayne ,2025-07-31 00:00:00,,,https://www.auction.com/details/15-bradford-ct-dearborn-mi-1793097,Auction.com,Orlans PC,(248) 502-1400
15 Bunker Ln,Etters,PA, 1731,York,08/04/2025,02:00 PM ET,2023-SU-000997 (0),https://york.pa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/04/2025,Realforeclose.com,,
15 Charlie Ave,Wareham,MA,02558, Plymouth ,2025-07-10 00:00:00,2:00 pm,23-014280,https://www.auction.com/details/15-charlie-ave-onset-ma-1761359,Auction.com,Orlans PC,(781) 790-7800
15 Dourland Rd,Medford,NY,11763,Suffolk,2025-08-05 00:00:00, 10:00 AM ,,https://www.hubzu.com/property/93517304609-15-DOURLAND-RD-Medford-NY-11763,Hubzu.com,Vallely Law PLLC,516-386-3900
15 Filion Dr,Springfield,VT,05156,Windsor,2025-07-15 00:00:00,10:00AM,,https://www.xome.com/auctions/15-Filion-Dr-Springfield-VT-5156-407548058,Xome.com,"Leopold & Associates, PLLC",
15 Fisk St,Belvidere,NJ,07823, Warren ,2025-07-14 00:00:00,2:00 pm,,https://www.auction.com/details/15-fisk-st-belvidere-nj-1756540,Auction.com,"Pluese, Becker, Saltzman & Thomas, LLC",(856) 813-1700
15 Frederick Rd,Greenfield,MA,01301, Franklin ,2025-07-25 00:00:00,10:00 am,23-042161-FC0...,https://www.auction.com/details/15-frederick-rd-greenfield-ma-1778063,Auction.com,"Korde And Associates, P.C.",(978) 256-1500
15 Golden Oaks Ln,Fletcher,NC,28732,Henderson,2025-07-15 00:00:00, 11:00 AM ,25-07601,https://www.hubzu.com/property/91717244467-15-GOLDEN-OAKS-LN-Fletcher-NC-28732,Hubzu.com,Brock & Scott PLLC,844-856-6646
15 Hamlet Rd,Levittown,NY,11756, Nassau ,2025-07-16 00:00:00,2:00 pm,22-301437,https://www.auction.com/details/15-hamlet-rd-levittown-ny-1722937,Auction.com,"Mccabe, Weisberg And Conway, LLC",(914) 636-8900
15 Kyle St,Bellport,NY,11713, Suffolk ,2025-07-28 00:00:00,2:30 pm,24-096333,https://www.auction.com/details/15-kyle-st-bellport-ny-1775960,Auction.com,Logs Legal Group LLP,(585) 247-9000
15 N 5Th St,Mcsherrystown,PA,17344, Adams ,2025-07-18 00:00:00,,,https://www.auction.com/details/15-n-5th-st-mcsherrystown-pa-1694462,Auction.com,"Stern And Eisenberg, PC",215-572-8111 Ext1060
15 Old Hopkinton Cemetery Rd,Hopkinton,RI,02804, Washington ,2025-08-01 00:00:00,11:00 am,25-007100,https://www.auction.com/details/15-old-hopkinton-cemetery-rd-ashaway-ri-1767371,Auction.com,"Orlans Moran, PLLC",
15 Osprey Dr,N Cape May,NJ,08204, Cape May ,2025-07-23 00:00:00,1:00 pm,20-007929,https://www.auction.com/details/15-osprey-dr-n-cape-may-nj-1747881,Auction.com,"Ras Citron, LLC - Nj",
15 Perry Ave,Portland,CT,06480,Middlesex,2025-08-09 00:00:00, 12:00 PM ,,https://www.hubzu.com/property/87917091379-15-PERRY-AVE-Portland-CT-06480,Hubzu.com,Barton Gilman LLP,203-874-6773
15 S Ann St,Lancaster,PA, 1760,Lancaster,07/30/2025,10:00 AM ET,CI-24-03058 (0),https://lancaster.pa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,,
15 Waring Rd,Newburgh,NY,12550,Orange,2025-07-17 00:00:00,10:00AM,,https://www.xome.com/auctions/15-Waring-Rd-Newburgh-NY-12550-406917783,Xome.com,Roach & Lin P.C.,516-938-3100
150 58 116Th Rd,Jamaica,NY,11434,Queens,2025-08-01 00:00:00,10:00AM,,https://www.xome.com/auctions/150-58-116th-Rd-Jamaica-NY-11434-405557769,Xome.com,"Frenkel Lambert Weiss Weisman & Gordon, LLP",631-969-3100
150 Brookside Dr,Elberton,GA,30635,Elbert,2025-08-05 00:00:00,10:00AM,,https://www.xome.com/auctions/150-Brookside-Dr-Elberton-GA-30635-388544498,Xome.com,"Vylla Solutions, LLC",949-517-6400
150 E 49Th Ave,Denver,CO,  802,Denver,08/07/2025,10:00 AM MT,2025-000175,https://denver.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/07/2025,Realforeclose.com,,
150 Ernestway Stree,Hot Springs,AR,71913,Garland,2025-07-23 00:00:00,11:00AM,,https://www.xome.com/auctions/150-Ernestway-Stree-Hot-Springs-AR-71913-406335191,Xome.com,"Mackie Wolf Zientz & Mann, P.C.",501-218-8111
150 Margaret Rd,Abington,MA,02351, Plymouth ,2025-07-16 00:00:00,,,https://www.auction.com/details/150-margaret-rd-abington-ma-1748504,Auction.com,"Doonan, Graves And Longoria LLC",(978) 921-2670
150 W Dixie Hwy,Saint Anne,IL,60964, Kankakee ,2025-08-06 00:00:00,,,https://www.auction.com/details/150-w-dixie-hwy-saint-anne-il-1765570,Auction.com,Manley Deas Kochalski LLC,(614) 767-7080
1500 Gruversville Rd,Coopersburg,PA,18036, Bucks ,2025-07-11 00:00:00,,23-29250-FC01,https://www.auction.com/details/1500-gruversville-rd-coopersburg-pa-1722141,Auction.com,Brock & Scott PLLC,(844) 856-6646
1500 Kashlan Rd,La Habra Heights,CA,90631, Los Angeles ,2025-07-10 00:00:00,9:00 am,163535,https://www.auction.com/details/1500-kashlan-rd-la-habra-heights-ca-1751219,Auction.com,Prime Recon LLC,(888) 725-4142
1500 Nw 4Th Ave 306,Gainesville,FL,  326,Alachua,07/17/2025,11:00 AM ET,01 2024 CA 003365,https://alachua.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,,
1500 Presidential Way 605,West Palm Beach,PA,  334,Palmbeach,07/28/2025,10:00 AM ET,502024CA007989XXXAMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
1500 W Monroe St 523,Chicago,IL,60607, Cook ,2025-07-23 00:00:00,12:00 pm,2024CH09817,https://www.auction.com/details/1500-w-monroe-st-chicago-il-1728693,Auction.com,Codilis & Associates PC,(630) 794-5300
15000 Sage St,Hesperia,CA,92345, San Bernardino ,2025-07-22 00:00:00,9:00 am,133675-CA,https://www.auction.com/details/15000-sage-st-hesperia-ca-1777845,Auction.com,Aldridge Pite LLP,(858) 750-7777
15008 Trls End Rd,Magalia,CA,95954, Butte ,2025-07-23 00:00:00,3:30 pm,24-10841,https://www.auction.com/details/15008-trails-end-rd-magalia-ca-1769058,Auction.com,Ghidotti Berger LLP,(949) 427-2010
1500E Saint Clair St,Vincennes,IN,47591, Knox ,2025-07-10 00:00:00,,,https://www.auction.com/details/1500-e-saint-clair-st-vincennes-in-1752330,Auction.com,Manley Deas Kochalski LLC.,
1501 Blackburn Dr,Pasadena,TX,77502, Harris ,2025-08-05 00:00:00,9:00 am,,https://www.auction.com/details/1501-blackburn-dr-pasadena-tx-1790211,Auction.com,"Power Default Services, Inc.",(855) 427-2204
